rt,corr,trial_type
0.8672,1.0,incongruent
0.4175,1.0,congruent
0.6739,1.0,incongruent
0.5517,1.0,incongruent
0.6168,1.0,incongruent
0.5112,1.0,congruent
0.4845,1.0,incongruent
0.5841,1.0,congruent
0.6075,1.0,incongruent
0.7063,1.0,congruent
0.5758,1.0,congruent
0.4839,1.0,congruent
0.5866,1.0,incongruent
0.7213,1.0,incongruent
0.8844,1.0,congruent
1.1929,1.0,incongruent
1.2248,1.0,incongruent
0.5669,1.0,congruent
1.01,1.0,congruent
0.9709,1.0,congruent
0.571,1.0,congruent
0.8346,1.0,incongruent
1.2011,1.0,incongruent
0.6345,1.0,congruent
0.7692,1.0,incongruent
0.9513,1.0,incongruent
0.5712,1.0,congruent
0.8918,1.0,congruent
0.874,1.0,congruent
1.0668,1.0,incongruent
0.688,1.0,incongruent
0.584,1.0,incongruent
0.8671,1.0,incongruent
0.5341,1.0,congruent
0.4507,1.0,congruent
0.6221,1.0,congruent
0.5384,1.0,congruent
0.5506,1.0,congruent
0.735,1.0,congruent
0.5035,1.0,congruent
0.5503,1.0,incongruent
0.6504,1.0,incongruent
1.2021,1.0,incongruent
1.1004,1.0,incongruent
0.8674,1.0,incongruent
0.8064,1.0,congruent
0.7678,1.0,incongruent
0.6932,1.0,congruent
0.7339,0.0,congruent
1.2669,1.0,incongruent
0.5936,1.0,congruent
0.6407,1.0,incongruent
0.5008,1.0,congruent
0.7051,1.0,incongruent
0.7223,1.0,incongruent
0.7168,1.0,congruent
0.5651,1.0,congruent
0.488,1.0,incongruent
0.5508,1.0,congruent
0.873,1.0,incongruent
0.7005,1.0,incongruent
0.784,1.0,incongruent
0.6205,1.0,congruent
0.559,1.0,incongruent
0.4339,1.0,congruent
0.7335,1.0,incongruent
0.7577,1.0,congruent
0.3743,1.0,congruent
0.4747,1.0,incongruent
0.4693,1.0,congruent
0.8558,0.0,incongruent
0.9256,1.0,congruent
1.242,1.0,incongruent
0.7063,1.0,congruent
0.4346,1.0,incongruent
0.9066,1.0,incongruent
0.9685,1.0,incongruent
0.5394,1.0,congruent
0.5918,1.0,congruent
0.4346,1.0,congruent
1.1726,1.0,congruent
1.6717,1.0,incongruent
0.5408,1.0,incongruent
0.6336,1.0,congruent
0.8885,1.0,incongruent
0.9513,1.0,congruent
1.067,1.0,incongruent
1.6007,1.0,incongruent
0.4712,1.0,congruent
0.9348,1.0,incongruent
0.8,1.0,congruent
2.5822,1.0,incongruent
0.9014,1.0,incongruent
0.6442,1.0,congruent
0.7837,1.0,congruent
0.7387,1.0,congruent
0.401,1.0,congruent
0.4554,1.0,incongruent
1.565,1.0,incongruent
0.7097,1.0,incongruent
0.5505,1.0,congruent
0.6548,1.0,incongruent
1.0716,1.0,congruent
0.5503,1.0,incongruent
0.9362,1.0,congruent
0.4589,1.0,incongruent
0.9833,1.0,incongruent
0.5089,1.0,incongruent
2.2492,1.0,incongruent
0.5679,1.0,congruent
0.5019,1.0,incongruent
0.6179,1.0,congruent
0.6999,1.0,congruent
0.8575,1.0,incongruent
0.4177,1.0,congruent
0.5174,1.0,congruent
0.5844,1.0,congruent
0.8381,1.0,incongruent
1.2163,1.0,congruent
0.4516,1.0,congruent
