rt,corr,trial_type
1.2196,1.0,congruent
0.6294,1.0,congruent
0.879,1.0,congruent
0.6022,1.0,incongruent
0.578,1.0,incongruent
1.1218,1.0,incongruent
0.6284,1.0,incongruent
1.2085,1.0,congruent
1.1885,1.0,incongruent
0.7382,1.0,congruent
0.7928,1.0,incongruent
0.6576,1.0,congruent
0.5498,1.0,congruent
0.5658,1.0,congruent
1.8587,1.0,incongruent
0.5181,1.0,incongruent
1.1479,1.0,incongruent
0.6957,1.0,incongruent
0.6191,1.0,congruent
0.7779,1.0,congruent
0.5959,1.0,congruent
0.9526,0.0,incongruent
0.6856,1.0,incongruent
0.7858,1.0,congruent
1.1812,1.0,incongruent
0.9031,1.0,congruent
0.8554,1.0,congruent
0.6591,1.0,incongruent
0.5091,1.0,congruent
0.6911,1.0,incongruent
0.53,1.0,incongruent
0.8232,1.0,incongruent
0.749,1.0,congruent
0.57,1.0,congruent
0.995,1.0,incongruent
0.6061,1.0,congruent
0.9974,1.0,incongruent
0.7915,1.0,congruent
1.2043,1.0,congruent
0.5569,1.0,incongruent
0.5272,1.0,incongruent
1.012,1.0,congruent
0.7364,1.0,congruent
0.5836,1.0,congruent
0.5279,1.0,incongruent
0.4191,1.0,congruent
0.8766,1.0,incongruent
0.7345,1.0,incongruent
0.7102,1.0,congruent
0.7931,1.0,congruent
0.501,1.0,congruent
0.5413,1.0,incongruent
1.0172,1.0,incongruent
0.5163,1.0,congruent
1.0997,1.0,congruent
0.5469,1.0,congruent
0.5253,0.0,congruent
0.6557,1.0,congruent
0.9586,1.0,congruent
0.7676,1.0,incongruent
0.4394,1.0,incongruent
0.5759,1.0,incongruent
1.092,1.0,incongruent
0.5299,1.0,congruent
0.6882,1.0,incongruent
0.4173,1.0,congruent
0.452,1.0,incongruent
1.302,1.0,incongruent
1.0117,1.0,incongruent
0.3614,1.0,congruent
0.8143,1.0,incongruent
0.7381,1.0,incongruent
0.6889,1.0,incongruent
0.876,1.0,congruent
0.733,1.0,incongruent
0.5772,1.0,incongruent
1.2508,1.0,congruent
0.79,1.0,incongruent
0.5221,1.0,incongruent
0.3908,1.0,congruent
1.1682,1.0,congruent
0.5242,1.0,congruent
1.501,1.0,incongruent
0.6478,1.0,congruent
0.4044,1.0,incongruent
0.594,1.0,congruent
0.6326,1.0,congruent
0.5498,1.0,incongruent
0.7551,1.0,incongruent
0.5976,1.0,congruent
0.6537,1.0,congruent
1.2249,1.0,incongruent
0.4113,1.0,incongruent
0.5168,1.0,congruent
0.3588,1.0,incongruent
1.316,1.0,congruent
0.7068,1.0,congruent
0.9561,1.0,congruent
0.5784,1.0,congruent
1.2578,1.0,incongruent
0.6825,1.0,congruent
0.5432,1.0,incongruent
1.4454,1.0,incongruent
0.7097,1.0,incongruent
0.4625,1.0,congruent
0.931,1.0,incongruent
0.6688,1.0,congruent
0.6813,1.0,incongruent
0.7316,1.0,incongruent
0.6069,0.0,congruent
0.5701,1.0,congruent
0.8722,1.0,congruent
0.6703,1.0,incongruent
0.8201,1.0,incongruent
0.7331,1.0,congruent
0.6904,1.0,incongruent
0.488,1.0,incongruent
0.7996,1.0,congruent
0.4471,1.0,congruent
0.7398,1.0,incongruent
