rt,corr,trial_type
0.9356,1.0,congruent
1.2165,1.0,congruent
1.4001,1.0,congruent
0.9051,1.0,incongruent
0.4958,1.0,congruent
0.7335,1.0,incongruent
0.5503,1.0,congruent
0.6178,1.0,congruent
0.6169,1.0,incongruent
0.6836,1.0,congruent
0.7502,1.0,incongruent
1.0168,1.0,incongruent
0.7334,1.0,congruent
0.6835,1.0,incongruent
0.65,1.0,congruent
1.3842,1.0,incongruent
0.6334,1.0,incongruent
0.7835,1.0,congruent
0.7444,1.0,incongruent
0.6,1.0,incongruent
0.9041,1.0,incongruent
1.1678,1.0,incongruent
0.827,1.0,congruent
0.4037,1.0,congruent
0.3501,1.0,incongruent
0.7465,1.0,incongruent
0.5677,1.0,congruent
1.0833,1.0,incongruent
0.7623,0.0,incongruent
1.9415,1.0,congruent
0.5502,1.0,congruent
0.5169,1.0,congruent
0.8302,1.0,congruent
0.7753,0.0,congruent
1.0585,0.0,incongruent
0.8508,0.0,incongruent
0.7477,1.0,congruent
1.2501,1.0,incongruent
0.8973,1.0,incongruent
0.5043,1.0,congruent
0.6705,1.0,congruent
0.7833,0.0,incongruent
1.3838,1.0,incongruent
1.5665,1.0,incongruent
0.4242,1.0,congruent
0.7695,1.0,incongruent
0.75,1.0,congruent
1.1296,1.0,congruent
0.6472,1.0,congruent
0.5195,1.0,congruent
0.813,1.0,incongruent
0.9199,1.0,incongruent
2.0274,1.0,incongruent
0.7415,1.0,incongruent
0.8344,1.0,congruent
0.875,1.0,congruent
1.059,1.0,congruent
0.4343,1.0,congruent
1.0036,1.0,incongruent
1.8666,1.0,incongruent
0.6223,1.0,congruent
1.2011,1.0,incongruent
0.5064,1.0,congruent
1.1524,1.0,congruent
0.5723,1.0,incongruent
0.7841,1.0,congruent
1.7381,1.0,incongruent
1.1839,1.0,incongruent
1.5005,1.0,incongruent
1.1927,1.0,incongruent
0.4682,1.0,congruent
1.4665,1.0,congruent
1.4038,1.0,congruent
0.6534,1.0,incongruent
0.7344,1.0,congruent
0.6672,1.0,incongruent
0.7471,1.0,congruent
0.5515,1.0,congruent
0.5076,1.0,incongruent
0.7382,1.0,incongruent
0.5587,1.0,congruent
0.6437,0.0,congruent
0.817,1.0,incongruent
1.2785,1.0,incongruent
0.5343,1.0,congruent
0.8917,1.0,incongruent
1.2021,1.0,incongruent
0.7811,1.0,incongruent
1.0638,1.0,incongruent
0.7127,1.0,incongruent
0.5503,1.0,congruent
0.9074,1.0,congruent
0.4501,1.0,congruent
0.6999,1.0,incongruent
1.0166,1.0,congruent
0.4404,1.0,congruent
0.7695,1.0,congruent
0.7335,1.0,incongruent
0.5052,1.0,incongruent
0.7042,1.0,incongruent
0.4332,1.0,incongruent
0.4406,1.0,congruent
1.167,1.0,incongruent
0.9736,1.0,congruent
0.4504,1.0,congruent
0.4571,1.0,incongruent
1.2503,1.0,incongruent
0.6005,1.0,congruent
0.6683,1.0,congruent
0.5499,1.0,congruent
0.667,1.0,congruent
0.8502,1.0,incongruent
0.7457,1.0,congruent
0.5503,1.0,incongruent
1.5,1.0,congruent
0.8239,1.0,incongruent
0.8668,1.0,incongruent
1.3535,1.0,congruent
0.4636,1.0,congruent
0.5022,1.0,incongruent
