rt,corr,trial_type
1.3392,1.0,incongruent
0.5037,1.0,incongruent
1.3574,1.0,incongruent
1.066,1.0,incongruent
0.9177,1.0,incongruent
0.5216,1.0,congruent
0.4663,1.0,congruent
0.9467,1.0,incongruent
0.6483,1.0,congruent
0.7874,1.0,incongruent
0.8747,1.0,incongruent
0.7695,1.0,incongruent
0.9684,1.0,incongruent
0.7756,1.0,congruent
1.0609,1.0,congruent
0.5331,1.0,congruent
0.7182,1.0,congruent
0.8199,1.0,congruent
1.0768,1.0,incongruent
0.7275,1.0,congruent
1.1912,1.0,incongruent
0.8999,1.0,congruent
0.8496,1.0,congruent
0.7831,1.0,congruent
0.8327,1.0,incongruent
1.2647,1.0,incongruent
0.4715,1.0,congruent
0.6493,1.0,congruent
0.7009,1.0,congruent
1.0439,1.0,congruent
0.8139,1.0,congruent
0.8083,1.0,congruent
0.7903,1.0,congruent
0.7871,1.0,incongruent
1.0697,1.0,incongruent
0.6384,1.0,congruent
0.8043,1.0,incongruent
0.637,1.0,incongruent
0.7296,1.0,incongruent
0.8357,1.0,incongruent
0.7911,1.0,incongruent
0.5718,1.0,congruent
0.5278,1.0,congruent
0.8485,1.0,congruent
0.8557,1.0,incongruent
1.0428,1.0,incongruent
0.9216,1.0,incongruent
3.1867,1.0,congruent
0.5313,1.0,congruent
0.5884,1.0,congruent
0.7136,1.0,congruent
0.6805,1.0,congruent
0.6764,1.0,congruent
1.0337,1.0,congruent
0.786,1.0,incongruent
0.6195,1.0,incongruent
1.3004,1.0,congruent
1.3755,1.0,incongruent
0.5708,1.0,incongruent
0.736,1.0,congruent
0.8042,1.0,incongruent
0.7387,1.0,incongruent
0.7811,1.0,incongruent
0.6854,1.0,congruent
0.9236,1.0,incongruent
1.3166,1.0,congruent
0.6792,1.0,incongruent
0.9468,1.0,congruent
0.793,1.0,incongruent
0.695,1.0,congruent
0.7349,1.0,incongruent
0.88,0.0,incongruent
0.7469,1.0,congruent
1.0769,1.0,incongruent
0.8528,1.0,incongruent
0.7933,1.0,incongruent
0.7472,1.0,congruent
0.8158,1.0,congruent
0.7121,1.0,congruent
1.0938,1.0,congruent
0.7728,1.0,incongruent
0.6559,1.0,congruent
0.7119,1.0,congruent
0.8439,1.0,incongruent
0.7229,1.0,congruent
0.6287,1.0,congruent
0.8382,1.0,incongruent
0.8216,1.0,incongruent
0.8444,1.0,incongruent
0.5993,1.0,incongruent
0.9162,1.0,incongruent
0.7437,1.0,congruent
1.0964,1.0,congruent
0.8441,1.0,incongruent
0.6709,1.0,incongruent
0.6516,1.0,congruent
0.7266,1.0,congruent
1.2378,1.0,incongruent
0.5672,1.0,congruent
0.9853,1.0,incongruent
0.5732,1.0,congruent
0.6508,1.0,congruent
0.8334,1.0,congruent
0.921,1.0,incongruent
0.7045,1.0,incongruent
0.6787,1.0,congruent
0.7434,1.0,incongruent
0.6804,1.0,congruent
0.6714,1.0,congruent
0.8896,1.0,incongruent
0.7211,1.0,congruent
0.7461,1.0,incongruent
0.6182,1.0,congruent
0.7277,1.0,congruent
0.8535,1.0,incongruent
2.0436,1.0,incongruent
1.1459,1.0,incongruent
0.6732,1.0,incongruent
0.5276,1.0,incongruent
0.6431,1.0,congruent
