rt,corr,trial_type
0.9224,1.0,congruent
1.6988,1.0,incongruent
0.5927,1.0,congruent
0.6428,1.0,incongruent
1.2812,1.0,congruent
0.4988,1.0,congruent
0.6552,1.0,congruent
0.7984,1.0,incongruent
0.634,1.0,incongruent
0.825,1.0,incongruent
0.5417,1.0,congruent
0.6762,1.0,incongruent
0.6154,1.0,incongruent
0.6148,1.0,incongruent
0.9665,1.0,congruent
0.7025,1.0,incongruent
0.5191,1.0,congruent
0.8829,1.0,congruent
0.4373,1.0,congruent
0.5982,1.0,congruent
1.1507,1.0,congruent
0.5584,1.0,incongruent
0.5213,1.0,incongruent
0.6746,1.0,incongruent
0.4997,1.0,congruent
1.4211,1.0,congruent
0.965,1.0,incongruent
1.0478,1.0,incongruent
0.9566,1.0,incongruent
0.9375,1.0,congruent
0.8321,1.0,incongruent
0.6476,1.0,congruent
0.5831,1.0,congruent
2.0219,1.0,incongruent
1.0324,1.0,congruent
0.456,1.0,incongruent
0.5647,1.0,congruent
0.8052,1.0,congruent
0.7893,1.0,incongruent
0.5993,1.0,congruent
0.7587,1.0,congruent
1.0522,1.0,incongruent
0.7817,1.0,incongruent
0.5954,1.0,congruent
0.8976,1.0,incongruent
0.7813,1.0,incongruent
0.5926,1.0,congruent
0.4862,1.0,incongruent
1.065,1.0,congruent
0.6021,1.0,incongruent
0.3676,1.0,incongruent
0.3854,1.0,congruent
0.75,1.0,incongruent
1.3313,1.0,congruent
0.6255,1.0,congruent
0.5143,1.0,incongruent
0.4824,1.0,incongruent
0.4994,1.0,congruent
0.7308,1.0,congruent
0.5871,1.0,incongruent
0.9028,1.0,incongruent
0.4302,1.0,congruent
0.4981,1.0,incongruent
0.458,1.0,incongruent
1.1657,1.0,incongruent
1.3212,1.0,incongruent
0.5655,1.0,congruent
0.5313,1.0,congruent
0.6032,1.0,congruent
0.939,1.0,congruent
1.7189,1.0,incongruent
0.4491,1.0,congruent
0.6139,1.0,incongruent
0.404,1.0,incongruent
0.8596,1.0,incongruent
1.7649,0.0,incongruent
1.9726,1.0,incongruent
0.5076,1.0,congruent
0.4044,1.0,incongruent
0.7152,1.0,congruent
0.5986,1.0,congruent
0.8371,1.0,incongruent
1.0183,1.0,congruent
0.4091,1.0,congruent
0.4391,1.0,incongruent
0.5548,1.0,congruent
1.4369,0.0,incongruent
2.8048,1.0,incongruent
0.7045,1.0,congruent
1.2503,1.0,incongruent
0.8651,1.0,congruent
0.6482,1.0,incongruent
1.2814,1.0,congruent
0.817,1.0,congruent
0.482,1.0,congruent
0.5414,1.0,congruent
0.4555,1.0,congruent
0.465,1.0,congruent
0.3537,1.0,incongruent
0.6896,1.0,congruent
0.5257,1.0,congruent
0.5234,1.0,congruent
0.5715,1.0,incongruent
0.4146,1.0,congruent
0.5653,1.0,incongruent
0.5983,1.0,incongruent
0.5486,1.0,incongruent
0.718,1.0,congruent
0.626,1.0,incongruent
0.4742,1.0,congruent
0.6161,1.0,incongruent
1.1514,1.0,congruent
0.816,1.0,congruent
0.8939,1.0,incongruent
0.656,1.0,congruent
1.2665,1.0,incongruent
0.6867,1.0,incongruent
0.5084,1.0,incongruent
1.5652,1.0,congruent
0.4663,1.0,incongruent
