angle,corr,rt,trial_type
0.0,1.0,3.3653,Practice
0.0,0.0,2.4414,Practice
150.0,1.0,6.8339,Practice
50.0,1.0,6.5614,Practice
0.0,0.0,,Practice
100.0,0.0,,Practice
0.0,1.0,5.0845,Practice
50.0,1.0,4.1121,Practice
0.0,1.0,2.1857,Practice
100.0,1.0,4.9895,Practice
100.0,1.0,4.7944,Practice
150.0,1.0,4.0133,Practice
50.0,1.0,3.614,Practice
150.0,1.0,5.3896,Practice
150.0,1.0,3.3781,Practice
50.0,1.0,3.0922,Practice
150.0,0.0,,Practice
100.0,0.0,2.3743,Practice
0.0,1.0,2.5005,Practice
50.0,0.0,2.9431,Practice
100.0,1.0,4.5585,Practice
100.0,0.0,2.0006,Practice
150.0,0.0,2.7139,Practice
50.0,1.0,4.7421,Practice
0.0,1.0,1.3886,Exp
0.0,1.0,2.8087,Exp
150.0,1.0,5.4675,Exp
150.0,1.0,4.4242,Exp
50.0,0.0,,Exp
100.0,1.0,3.9247,Exp
150.0,1.0,3.8073,Exp
0.0,1.0,2.5524,Exp
50.0,1.0,2.4287,Exp
100.0,1.0,4.98,Exp
150.0,1.0,4.4808,Exp
100.0,1.0,3.8351,Exp
100.0,1.0,5.8767,Exp
0.0,1.0,3.3007,Exp
50.0,1.0,2.1763,Exp
150.0,1.0,4.8031,Exp
100.0,1.0,3.42,Exp
50.0,1.0,3.712,Exp
100.0,1.0,1.9669,Exp
150.0,0.0,,Exp
0.0,1.0,1.3295,Exp
50.0,1.0,2.813,Exp
150.0,1.0,4.4855,Exp
50.0,1.0,3.5844,Exp
50.0,1.0,6.022,Exp
150.0,1.0,3.0504,Exp
100.0,1.0,6.0432,Exp
0.0,1.0,2.3239,Exp
150.0,1.0,4.9051,Exp
100.0,1.0,5.0343,Exp
0.0,1.0,1.4562,Exp
100.0,1.0,6.1872,Exp
100.0,1.0,3.6273,Exp
0.0,1.0,3.1542,Exp
100.0,1.0,1.9399,Exp
100.0,1.0,3.1902,Exp
0.0,0.0,,Exp
100.0,0.0,6.5194,Exp
0.0,1.0,1.0921,Exp
50.0,1.0,2.4537,Exp
100.0,1.0,4.1174,Exp
0.0,1.0,1.9966,Exp
50.0,1.0,5.0342,Exp
150.0,0.0,4.9399,Exp
100.0,1.0,4.8275,Exp
0.0,1.0,5.1505,Exp
150.0,1.0,5.5246,Exp
50.0,1.0,2.8949,Exp
150.0,1.0,3.2784,Exp
100.0,1.0,3.5724,Exp
50.0,0.0,5.2358,Exp
50.0,1.0,5.6795,Exp
150.0,1.0,2.3902,Exp
150.0,1.0,4.0342,Exp
100.0,0.0,,Exp
100.0,1.0,5.1005,Exp
50.0,1.0,2.6404,Exp
50.0,0.0,,Exp
50.0,1.0,3.4176,Exp
0.0,1.0,0.9042,Exp
0.0,1.0,1.551,Exp
150.0,1.0,4.551,Exp
0.0,1.0,2.3838,Exp
50.0,1.0,1.1801,Exp
0.0,1.0,3.863,Exp
150.0,0.0,,Exp
0.0,1.0,1.3399,Exp
50.0,1.0,4.5295,Exp
150.0,1.0,4.2611,Exp
150.0,1.0,3.8348,Exp
150.0,1.0,2.4893,Exp
100.0,1.0,5.1519,Exp
150.0,1.0,5.4962,Exp
100.0,1.0,3.9703,Exp
50.0,1.0,3.6964,Exp
100.0,1.0,3.5057,Exp
150.0,0.0,6.047,Exp
100.0,0.0,1.5558,Exp
0.0,1.0,1.0622,Exp
0.0,1.0,1.3737,Exp
0.0,1.0,3.4624,Exp
50.0,1.0,2.5759,Exp
50.0,1.0,1.9841,Exp
100.0,1.0,3.1004,Exp
150.0,0.0,2.8618,Exp
0.0,1.0,1.0387,Exp
50.0,1.0,2.7189,Exp
50.0,1.0,2.9836,Exp
0.0,1.0,1.5761,Exp
0.0,1.0,1.6957,Exp
100.0,1.0,2.2548,Exp
50.0,1.0,3.406,Exp
150.0,1.0,3.0853,Exp
0.0,1.0,1.5071,Exp
150.0,1.0,4.3226,Exp
50.0,1.0,4.3336,Exp
