angle,corr,rt,trial_type
100.0,1.0,3.753,Practice
0.0,1.0,1.147,Practice
150.0,1.0,4.1,Practice
50.0,1.0,1.197,Practice
50.0,1.0,2.381,Practice
50.0,1.0,1.464,Practice
150.0,1.0,2.065,Practice
100.0,0.0,,Practice
150.0,0.0,2.629,Practice
150.0,0.0,3.494,Practice
50.0,1.0,6.845,Practice
100.0,0.0,3.387,Practice
150.0,1.0,3.478,Practice
0.0,1.0,1.929,Practice
50.0,1.0,2.547,Practice
150.0,1.0,6.781,Practice
100.0,1.0,5.55,Practice
100.0,1.0,3.219,Practice
0.0,1.0,1.336,Practice
100.0,1.0,3.87,Practice
0.0,1.0,1.712,Practice
50.0,1.0,1.599,Practice
0.0,1.0,1.867,Practice
0.0,1.0,0.947,Practice
150.0,1.0,4.548,Exp
100.0,1.0,2.346,Exp
150.0,0.0,5.266,Exp
100.0,1.0,6.832,Exp
0.0,1.0,4.862,Exp
50.0,1.0,2.585,Exp
150.0,1.0,3.243,Exp
150.0,1.0,1.385,Exp
100.0,1.0,2.528,Exp
100.0,1.0,3.513,Exp
50.0,1.0,1.813,Exp
50.0,1.0,3.363,Exp
0.0,1.0,6.014,Exp
50.0,1.0,1.229,Exp
100.0,1.0,1.703,Exp
0.0,1.0,1.181,Exp
150.0,1.0,4.815,Exp
50.0,1.0,1.513,Exp
100.0,1.0,1.582,Exp
150.0,1.0,3.766,Exp
150.0,1.0,3.334,Exp
0.0,1.0,2.185,Exp
50.0,1.0,2.413,Exp
50.0,1.0,1.297,Exp
0.0,1.0,1.48,Exp
0.0,1.0,0.848,Exp
100.0,1.0,2.063,Exp
0.0,1.0,1.147,Exp
50.0,1.0,1.746,Exp
150.0,1.0,2.196,Exp
50.0,1.0,1.868,Exp
0.0,1.0,0.897,Exp
50.0,1.0,1.396,Exp
100.0,1.0,1.915,Exp
150.0,0.0,2.982,Exp
100.0,1.0,3.318,Exp
100.0,1.0,3.701,Exp
0.0,1.0,1.015,Exp
100.0,1.0,1.848,Exp
150.0,1.0,2.629,Exp
50.0,1.0,1.235,Exp
100.0,1.0,2.814,Exp
150.0,1.0,2.715,Exp
100.0,1.0,5.685,Exp
50.0,1.0,1.03,Exp
0.0,1.0,1.331,Exp
0.0,1.0,1.079,Exp
150.0,1.0,3.879,Exp
0.0,1.0,1.18,Exp
50.0,1.0,1.514,Exp
100.0,1.0,1.232,Exp
50.0,1.0,1.95,Exp
150.0,1.0,1.947,Exp
150.0,0.0,1.229,Exp
0.0,1.0,0.731,Exp
50.0,1.0,0.981,Exp
0.0,1.0,1.164,Exp
0.0,1.0,0.88,Exp
0.0,1.0,0.785,Exp
50.0,1.0,0.882,Exp
150.0,1.0,1.313,Exp
0.0,1.0,0.797,Exp
50.0,1.0,0.962,Exp
100.0,1.0,1.863,Exp
50.0,1.0,1.746,Exp
50.0,1.0,2.085,Exp
150.0,1.0,2.069,Exp
100.0,1.0,1.415,Exp
100.0,1.0,1.346,Exp
150.0,1.0,1.171,Exp
50.0,1.0,1.348,Exp
100.0,1.0,1.165,Exp
0.0,1.0,1.164,Exp
150.0,0.0,1.385,Exp
150.0,1.0,1.419,Exp
150.0,1.0,2.397,Exp
0.0,1.0,1.986,Exp
150.0,1.0,4.08,Exp
0.0,1.0,0.735,Exp
100.0,1.0,1.713,Exp
0.0,1.0,1.179,Exp
0.0,1.0,0.731,Exp
50.0,1.0,1.163,Exp
100.0,1.0,3.697,Exp
100.0,1.0,1.479,Exp
100.0,1.0,1.513,Exp
150.0,1.0,1.647,Exp
100.0,1.0,1.348,Exp
0.0,1.0,1.317,Exp
50.0,1.0,1.317,Exp
150.0,1.0,5.583,Exp
100.0,1.0,1.98,Exp
50.0,1.0,1.047,Exp
0.0,1.0,1.834,Exp
150.0,1.0,1.848,Exp
50.0,1.0,6.131,Exp
