angle,corr,rt,trial_type
0.0,1.0,4.3953,Practice
100.0,1.0,3.5849,Practice
150.0,1.0,2.922,Practice
0.0,1.0,1.2386,Practice
100.0,1.0,3.0999,Practice
50.0,1.0,3.2037,Practice
0.0,1.0,2.3718,Practice
50.0,1.0,1.8505,Practice
0.0,1.0,2.2204,Practice
100.0,1.0,3.6832,Practice
150.0,0.0,2.4717,Practice
150.0,1.0,4.0176,Practice
150.0,1.0,2.8502,Practice
150.0,1.0,4.1171,Practice
50.0,1.0,2.9007,Practice
100.0,1.0,2.7005,Practice
0.0,1.0,1.4438,Practice
100.0,1.0,2.7031,Practice
50.0,1.0,2.004,Practice
50.0,1.0,4.3658,Practice
0.0,1.0,3.5926,Practice
150.0,1.0,1.7472,Practice
50.0,1.0,2.699,Practice
100.0,1.0,3.0345,Practice
0.0,1.0,1.2522,Exp
100.0,0.0,3.8438,Exp
150.0,0.0,1.8895,Exp
50.0,0.0,2.5023,Exp
0.0,1.0,4.9667,Exp
150.0,0.0,6.0213,Exp
0.0,1.0,1.4008,Exp
50.0,1.0,3.3526,Exp
50.0,1.0,4.0656,Exp
150.0,0.0,,Exp
0.0,1.0,1.8217,Exp
100.0,1.0,5.5673,Exp
50.0,1.0,6.7,Exp
0.0,1.0,4.1929,Exp
50.0,1.0,3.7167,Exp
100.0,1.0,2.7669,Exp
0.0,1.0,3.0486,Exp
150.0,1.0,5.7405,Exp
50.0,1.0,3.1247,Exp
150.0,1.0,4.0424,Exp
50.0,1.0,2.1538,Exp
150.0,0.0,1.9578,Exp
50.0,1.0,2.9022,Exp
100.0,1.0,3.6891,Exp
150.0,1.0,5.3932,Exp
50.0,1.0,4.2871,Exp
100.0,1.0,5.1162,Exp
100.0,1.0,3.9045,Exp
50.0,0.0,,Exp
0.0,1.0,1.5005,Exp
50.0,1.0,1.7554,Exp
100.0,1.0,4.0943,Exp
100.0,1.0,4.0995,Exp
50.0,1.0,2.4837,Exp
100.0,1.0,3.0774,Exp
150.0,0.0,4.8492,Exp
150.0,1.0,4.567,Exp
50.0,1.0,6.1655,Exp
0.0,1.0,1.6168,Exp
150.0,1.0,1.6763,Exp
150.0,1.0,3.0721,Exp
100.0,0.0,2.3831,Exp
0.0,1.0,1.2012,Exp
150.0,1.0,7.1428,Exp
100.0,1.0,1.5502,Exp
100.0,1.0,4.6162,Exp
50.0,1.0,4.252,Exp
0.0,1.0,3.5058,Exp
150.0,1.0,6.5489,Exp
50.0,1.0,1.985,Exp
150.0,0.0,1.5558,Exp
50.0,1.0,7.1514,Exp
100.0,1.0,1.5723,Exp
50.0,1.0,1.4851,Exp
50.0,1.0,5.9543,Exp
150.0,0.0,,Exp
100.0,1.0,3.8181,Exp
150.0,1.0,1.3963,Exp
0.0,1.0,1.3832,Exp
0.0,1.0,1.1839,Exp
50.0,1.0,4.6574,Exp
0.0,1.0,1.3716,Exp
100.0,1.0,3.0677,Exp
100.0,1.0,5.063,Exp
150.0,1.0,4.9101,Exp
150.0,1.0,4.4156,Exp
0.0,1.0,1.17,Exp
50.0,1.0,3.5866,Exp
100.0,0.0,,Exp
50.0,1.0,3.9177,Exp
0.0,1.0,3.3499,Exp
0.0,1.0,4.9752,Exp
50.0,1.0,1.7026,Exp
100.0,1.0,2.1011,Exp
0.0,1.0,1.4106,Exp
150.0,1.0,2.2669,Exp
0.0,1.0,1.1671,Exp
0.0,0.0,2.1759,Exp
100.0,1.0,5.0744,Exp
100.0,1.0,3.5157,Exp
150.0,1.0,2.5499,Exp
0.0,1.0,4.4664,Exp
50.0,1.0,2.3841,Exp
150.0,1.0,4.4069,Exp
150.0,1.0,7.0955,Exp
0.0,1.0,1.0716,Exp
100.0,1.0,5.0044,Exp
50.0,1.0,4.7337,Exp
100.0,1.0,3.0186,Exp
100.0,1.0,3.9388,Exp
0.0,1.0,3.7489,Exp
0.0,1.0,1.901,Exp
0.0,1.0,1.1022,Exp
100.0,1.0,2.0757,Exp
150.0,1.0,1.4198,Exp
150.0,0.0,,Exp
