angle,corr,rt,trial_type
50.0,1.0,5.1997,Practice
50.0,1.0,1.9999,Practice
0.0,0.0,,Practice
0.0,1.0,1.9914,Practice
100.0,1.0,2.9459,Practice
50.0,1.0,1.8825,Practice
0.0,1.0,2.7806,Practice
150.0,1.0,2.3431,Practice
100.0,1.0,2.9952,Practice
0.0,1.0,1.4761,Practice
100.0,1.0,2.6598,Practice
150.0,1.0,2.0015,Practice
0.0,1.0,1.8328,Practice
150.0,1.0,2.4338,Practice
100.0,1.0,2.5967,Practice
50.0,1.0,1.8697,Practice
100.0,1.0,2.4776,Practice
50.0,1.0,2.3945,Practice
100.0,1.0,1.753,Practice
150.0,0.0,2.0953,Practice
150.0,1.0,2.6344,Practice
50.0,1.0,1.4423,Practice
150.0,1.0,2.7608,Practice
0.0,1.0,2.3591,Practice
150.0,1.0,3.6495,Exp
0.0,1.0,1.1565,Exp
100.0,1.0,1.8523,Exp
100.0,1.0,1.4892,Exp
50.0,1.0,0.9591,Exp
150.0,1.0,3.0705,Exp
100.0,1.0,2.4074,Exp
50.0,1.0,1.3211,Exp
150.0,1.0,1.9007,Exp
150.0,1.0,3.0358,Exp
50.0,1.0,3.139,Exp
50.0,1.0,1.2364,Exp
0.0,1.0,1.1552,Exp
100.0,1.0,1.5088,Exp
50.0,1.0,1.3177,Exp
50.0,1.0,1.5027,Exp
100.0,1.0,1.8277,Exp
0.0,1.0,0.9506,Exp
100.0,1.0,2.1535,Exp
150.0,1.0,2.5181,Exp
150.0,1.0,3.443,Exp
0.0,1.0,1.7997,Exp
150.0,1.0,1.7925,Exp
0.0,1.0,1.2047,Exp
0.0,1.0,0.9212,Exp
50.0,1.0,1.8104,Exp
100.0,1.0,3.0713,Exp
0.0,1.0,4.2032,Exp
50.0,1.0,1.401,Exp
0.0,1.0,1.1596,Exp
50.0,1.0,1.2684,Exp
50.0,1.0,1.6512,Exp
0.0,1.0,0.9451,Exp
50.0,1.0,0.757,Exp
150.0,1.0,2.7996,Exp
0.0,1.0,2.022,Exp
100.0,1.0,2.3541,Exp
100.0,1.0,2.2937,Exp
50.0,1.0,1.658,Exp
50.0,1.0,1.0494,Exp
100.0,1.0,2.2831,Exp
150.0,1.0,4.9182,Exp
150.0,1.0,2.0987,Exp
150.0,1.0,2.5416,Exp
0.0,1.0,1.0443,Exp
100.0,1.0,3.87,Exp
150.0,1.0,2.6776,Exp
150.0,1.0,4.8204,Exp
50.0,1.0,1.5186,Exp
50.0,1.0,2.2347,Exp
0.0,1.0,1.6274,Exp
150.0,0.0,6.6162,Exp
100.0,1.0,1.5681,Exp
50.0,1.0,3.1242,Exp
0.0,1.0,1.3008,Exp
0.0,1.0,0.9231,Exp
100.0,1.0,1.3859,Exp
100.0,1.0,1.9669,Exp
150.0,1.0,1.8114,Exp
50.0,1.0,2.141,Exp
0.0,1.0,1.6558,Exp
0.0,1.0,0.7758,Exp
50.0,0.0,1.05,Exp
150.0,1.0,2.8082,Exp
100.0,1.0,1.7229,Exp
0.0,1.0,1.5936,Exp
150.0,0.0,,Exp
100.0,1.0,1.9697,Exp
0.0,1.0,1.3285,Exp
100.0,1.0,2.6382,Exp
150.0,1.0,1.7659,Exp
0.0,1.0,1.1842,Exp
100.0,1.0,2.2661,Exp
0.0,1.0,2.0494,Exp
0.0,1.0,1.1188,Exp
50.0,1.0,1.2283,Exp
100.0,1.0,2.4583,Exp
100.0,1.0,2.4608,Exp
150.0,1.0,3.9825,Exp
150.0,1.0,2.7234,Exp
50.0,1.0,1.4866,Exp
0.0,1.0,1.1361,Exp
150.0,1.0,2.9085,Exp
50.0,1.0,1.1246,Exp
50.0,1.0,1.3548,Exp
100.0,1.0,3.6072,Exp
150.0,1.0,3.7234,Exp
100.0,1.0,4.2739,Exp
100.0,1.0,1.7242,Exp
100.0,1.0,4.6651,Exp
50.0,1.0,1.3588,Exp
150.0,1.0,5.8685,Exp
0.0,1.0,0.8413,Exp
0.0,1.0,1.8896,Exp
50.0,1.0,4.232,Exp
150.0,1.0,5.198,Exp
