rt,corr,trial_type
1.7311350000090897,1.0,congruent
4.311948499991559,1.0,incongruent
1.593330999952741,1.0,incongruent
0.8029546999605373,1.0,congruent
4.956602799938992,1.0,incongruent
1.2844586999854073,1.0,incongruent
1.831253300071694,1.0,incongruent
1.319649999961257,1.0,congruent
1.2271650000475347,1.0,congruent
1.6844966999487951,1.0,congruent
2.420661599957384,1.0,congruent
1.132960099959746,1.0,incongruent
1.125449200044386,1.0,congruent
1.2455268999328837,1.0,incongruent
1.6638671000255272,1.0,congruent
0.6718807999277487,1.0,congruent
3.9982034999411553,1.0,incongruent
2.117437200038694,1.0,incongruent
1.9119990000035612,1.0,incongruent
4.146635000011884,1.0,congruent
0.7071438999846578,1.0,congruent
2.2640554999234155,1.0,congruent
1.439485799986869,1.0,incongruent
0.8889212999492884,1.0,incongruent
1.7794079999439418,1.0,congruent
1.281535099959001,1.0,congruent
4.387263700016774,1.0,congruent
2.587025700020604,1.0,congruent
1.675296499975957,1.0,incongruent
1.7902305000461638,1.0,incongruent
2.9662252999842167,1.0,incongruent
4.445189699996263,1.0,congruent
0.8258098999504,1.0,incongruent
2.907070399960503,1.0,incongruent
1.9949184000724929,1.0,incongruent
0.7858101999154314,1.0,congruent
2.57718250004109,1.0,congruent
0.9808957999339328,1.0,congruent
0.9834919000277296,1.0,incongruent
0.6361883000936359,1.0,congruent
2.1414227000204846,1.0,congruent
3.127714900067076,1.0,incongruent
1.6364604000700638,1.0,incongruent
1.0832138999830931,1.0,congruent
2.980511200032197,1.0,incongruent
0.6395334000699222,1.0,congruent
1.206288899993524,1.0,incongruent
1.0653963999357074,1.0,incongruent
1.1578616000479087,1.0,incongruent
0.8485941999824718,1.0,congruent
1.82908029993996,1.0,incongruent
0.7229540999978781,1.0,incongruent
1.0737478999653831,1.0,incongruent
1.519344100030139,1.0,congruent
1.0547540999250486,1.0,congruent
0.6363271999871358,1.0,incongruent
4.180724799982272,1.0,congruent
0.6135345998918638,1.0,congruent
0.7358225000789389,1.0,incongruent
4.812963800039142,1.0,incongruent
0.6277427000459284,1.0,congruent
1.4851208999752998,1.0,congruent
2.1200918999966234,1.0,incongruent
0.9125106999417768,1.0,congruent
0.7938406999455765,1.0,congruent
0.9171520998934284,1.0,incongruent
1.023147500003688,1.0,incongruent
0.5044104000553489,1.0,congruent
0.5584607999771833,1.0,congruent
0.7824626000365242,1.0,congruent
0.7923074999125674,1.0,incongruent
0.9649587000021712,1.0,incongruent
0.5160725000314415,1.0,congruent
0.5599556999513879,1.0,incongruent
0.959518799907528,1.0,incongruent
0.8197140999836847,1.0,incongruent
0.6919713000534102,1.0,congruent
1.7708038999699056,1.0,incongruent
0.9702935999957844,1.0,congruent
1.773173299967311,1.0,incongruent
2.797485600109212,1.0,congruent
0.5672773999394849,1.0,incongruent
2.5894201999763027,1.0,congruent
0.6321116000181064,1.0,congruent
1.4395643000025302,1.0,congruent
4.048143699998036,1.0,congruent
1.116567799937911,1.0,congruent
1.1399627000791952,1.0,incongruent
1.7635263000847772,1.0,incongruent
1.21024030004628,1.0,incongruent
0.7212599000195041,1.0,congruent
0.7653249999275431,1.0,congruent
0.8722331000026315,1.0,incongruent
1.271436000009999,1.0,congruent
1.3102746000513434,1.0,incongruent
0.9006816999753937,1.0,incongruent
0.7527530000079423,1.0,incongruent
1.4902579999761656,1.0,congruent
1.0531670999480411,1.0,congruent
1.0030061000725254,1.0,congruent
0.9368022000417112,1.0,incongruent
0.9054010999388992,1.0,congruent
0.6978907000739127,1.0,incongruent
1.6676010000519454,1.0,congruent
0.8777076000114903,1.0,congruent
0.6531995999393985,1.0,congruent
1.9717395999468863,1.0,incongruent
2.155931400018744,1.0,incongruent
3.712656000046991,1.0,incongruent
0.8812705000163987,1.0,congruent
1.7465155000099912,1.0,incongruent
1.1844101999886334,1.0,incongruent
2.015480099944398,1.0,incongruent
0.637737900018692,1.0,congruent
0.573502599960193,1.0,congruent
2.4528396000387147,1.0,congruent
0.6012622000416741,1.0,incongruent
0.7377774999476969,1.0,incongruent
1.7676560999825597,1.0,congruent
0.7194414000259712,1.0,incongruent
