rt,corr,trial_type
0.7571251001209021,1.0,congruent
0.6170733999460936,1.0,congruent
0.5218893000856042,1.0,congruent
0.6123366998508573,1.0,congruent
0.5014586001634598,1.0,incongruent
0.6437133001163602,1.0,incongruent
0.5500432001426816,1.0,incongruent
0.8189587006345391,1.0,incongruent
0.456254200078547,1.0,congruent
0.4652709001675248,1.0,incongruent
0.5296638002619147,1.0,congruent
0.4830716997385025,1.0,incongruent
0.4651219006627798,1.0,congruent
0.5629342999309301,1.0,incongruent
0.5802759993821383,1.0,congruent
0.8637086004018784,0.0,incongruent
0.726338199339807,1.0,incongruent
0.7137004993855953,1.0,congruent
0.7401594007387757,1.0,incongruent
0.8217366002500057,1.0,incongruent
0.7509356997907162,1.0,congruent
0.4937974000349641,1.0,congruent
1.227790500037372,1.0,congruent
0.4662640998139977,1.0,incongruent
0.4734619995579123,1.0,congruent
0.4737285999581218,1.0,incongruent
0.6400446007028222,1.0,congruent
0.4977693995460868,1.0,incongruent
0.779029699973762,1.0,incongruent
0.5057606007903814,1.0,incongruent
0.5991406999528408,1.0,congruent
0.6571097001433372,1.0,congruent
0.6105285994708538,1.0,incongruent
0.400899900123477,1.0,incongruent
0.576380499638617,1.0,congruent
0.4480588007718324,1.0,congruent
0.6336709996685386,1.0,congruent
0.4836988002061844,1.0,congruent
0.5677754003554583,1.0,incongruent
0.6365863997489214,1.0,incongruent
0.5903503000736237,1.0,incongruent
0.8692816002294421,0.0,incongruent
1.418397800065577,1.0,incongruent
0.7153418995440006,1.0,incongruent
0.8220483008772135,1.0,congruent
0.7449186993762851,1.0,congruent
0.6622247006744146,1.0,congruent
0.5235136998817325,1.0,congruent
0.5320907002314925,1.0,congruent
0.7138110995292664,1.0,congruent
0.719276299700141,1.0,incongruent
0.5135158998891711,1.0,incongruent
0.464232500642538,1.0,congruent
0.6004483001306653,1.0,congruent
0.5867674993351102,1.0,incongruent
0.6546435998752713,1.0,congruent
0.5005658008158207,1.0,incongruent
0.965475800447166,1.0,incongruent
0.4650969002395868,1.0,incongruent
0.4389512995257973,1.0,incongruent
0.5280099995434284,1.0,congruent
0.4958914993330836,1.0,congruent
0.5912215001881123,1.0,incongruent
0.7238838002085686,1.0,congruent
0.6456153001636267,1.0,incongruent
0.7482556998729706,1.0,congruent
0.6885082004591823,1.0,incongruent
0.4335627993568778,1.0,incongruent
0.7805170007050037,1.0,incongruent
0.4784880001097917,1.0,congruent
1.418706500902772,1.0,congruent
0.7835325002670288,1.0,congruent
0.7721097003668547,1.0,incongruent
0.7987440004944801,1.0,incongruent
0.4219760000705719,1.0,congruent
0.6958445003256202,1.0,incongruent
0.638485100120306,1.0,congruent
0.614262199960649,1.0,congruent
0.4539524000138044,1.0,congruent
0.4462770000100136,1.0,incongruent
0.4537615003064275,1.0,incongruent
0.419790199957788,1.0,congruent
0.4296936998143792,1.0,incongruent
0.49647600017488,1.0,incongruent
0.6960490997880697,1.0,incongruent
0.5650631003081799,1.0,congruent
1.2386184995993972,0.0,incongruent
1.8886471008881929,1.0,incongruent
0.4651649994775653,1.0,congruent
0.3880032999441027,1.0,incongruent
0.6402396997436881,1.0,congruent
0.6035094996914268,1.0,congruent
0.3984070997685194,1.0,congruent
0.5948535995557904,1.0,congruent
0.9432554002851248,1.0,incongruent
0.4433372998610139,1.0,congruent
0.4487746991217136,1.0,incongruent
0.5409743003547192,1.0,incongruent
0.54404759965837,1.0,congruent
0.468975999392569,1.0,congruent
0.448183000087738,1.0,congruent
0.4398020002990961,1.0,incongruent
0.6131266001611948,1.0,congruent
0.632370000705123,1.0,congruent
0.7701876005157828,1.0,congruent
0.5824542995542288,1.0,congruent
0.7622277000918984,1.0,incongruent
0.5059650000184774,1.0,congruent
0.8733879001811147,1.0,incongruent
0.591771800071001,1.0,congruent
0.5609979005530477,1.0,incongruent
0.6454893993213773,1.0,incongruent
0.6555335000157356,1.0,congruent
1.2169836005195975,1.0,incongruent
0.4772116998210549,1.0,incongruent
0.6243324996903539,0.0,congruent
0.687584400177002,1.0,congruent
0.908568000420928,1.0,incongruent
0.938743299804628,1.0,incongruent
0.8400971004739404,1.0,incongruent
