corr,rt,block_type,trial_type
1.0,1.8272,step1,practice
1.0,0.8477,step1,practice
1.0,0.6523,step1,practice
1.0,0.4975,step1,practice
1.0,0.7918,step1,practice
1.0,0.5944,step1,practice
1.0,0.5791,step1,practice
1.0,0.6594,step1,practice
1.0,1.4036,step1,practice
1.0,0.5911,step1,practice
1.0,0.6583,step1,practice
1.0,0.5852,step1,practice
1.0,0.3838,step1,practice
1.0,0.7752,step1,practice
1.0,0.5089,step1,practice
1.0,0.5983,step1,practice
1.0,0.6003,step1,practice
1.0,0.4631,step1,practice
1.0,0.4816,step1,practice
1.0,0.5074,step1,practice
1.0,1.5601,step2,practice
1.0,0.6016,step2,practice
1.0,0.5485,step2,practice
1.0,0.577,step2,practice
1.0,0.5856,step2,practice
1.0,0.5976,step2,practice
1.0,0.4923,step2,practice
1.0,0.4581,step2,practice
1.0,0.8947,step2,practice
1.0,0.6964,step2,practice
1.0,0.7836,step2,practice
1.0,0.7982,step2,practice
1.0,1.3006,step2,practice
1.0,0.6286,step2,practice
1.0,1.1118,step2,practice
0.0,0.8509,step2,practice
1.0,1.5469,step2,practice
1.0,0.9332,step2,practice
1.0,1.1952,step2,practice
1.0,0.9545,step2,practice
1.0,0.9557,step3,practice
1.0,0.9387,step3,practice
1.0,0.9295,step3,practice
1.0,1.2468,step3,practice
1.0,0.7335,step3,practice
1.0,0.8282,step3,practice
1.0,0.8024,step3,practice
1.0,0.6856,step3,practice
1.0,0.7301,step3,practice
1.0,0.6415,step3,practice
1.0,0.5329,step3,practice
1.0,0.603,step3,practice
1.0,0.7684,step3,practice
0.0,0.616,step3,practice
1.0,0.8972,step3,practice
1.0,1.0198,step3,practice
1.0,0.7408,step3,practice
1.0,1.1858,step3,practice
1.0,0.627,step3,practice
1.0,0.5851,step3,practice
1.0,0.9934,step3,test
1.0,0.731,step3,test
1.0,0.6731,step3,test
1.0,0.6076,step3,test
1.0,0.6405,step3,test
1.0,0.6997,step3,test
1.0,0.7547,step3,test
1.0,0.6536,step3,test
1.0,0.5245,step3,test
1.0,0.7049,step3,test
1.0,0.7343,step3,test
1.0,0.8789,step3,test
1.0,0.7754,step3,test
1.0,0.4977,step3,test
1.0,0.6252,step3,test
1.0,0.6917,step3,test
1.0,0.6591,step3,test
1.0,0.4522,step3,test
1.0,0.7192,step3,test
1.0,0.6145,step3,test
1.0,0.6533,step3,test
1.0,0.6123,step3,test
1.0,0.6325,step3,test
1.0,0.7165,step3,test
1.0,0.5791,step3,test
1.0,0.6297,step3,test
1.0,0.6252,step3,test
1.0,0.6626,step3,test
1.0,0.4696,step3,test
1.0,0.7112,step3,test
1.0,0.975,step3,test
1.0,0.5413,step3,test
1.0,0.613,step3,test
1.0,0.8896,step3,test
1.0,0.6067,step3,test
1.0,0.6027,step3,test
1.0,0.6472,step3,test
1.0,0.7005,step3,test
1.0,0.5948,step3,test
1.0,0.8301,step3,test
1.0,1.1727,step4,practice
1.0,0.6348,step4,practice
1.0,0.6577,step4,practice
1.0,0.673,step4,practice
1.0,0.5689,step4,practice
1.0,0.8692,step4,practice
1.0,0.8537,step4,practice
0.0,0.8983,step4,practice
1.0,1.2082,step4,practice
1.0,0.5661,step4,practice
1.0,0.7632,step4,practice
1.0,0.5437,step4,practice
1.0,0.5806,step4,practice
1.0,0.5532,step4,practice
1.0,0.5704,step4,practice
1.0,0.597,step4,practice
1.0,0.675,step4,practice
1.0,0.5746,step4,practice
1.0,0.5372,step4,practice
0.0,0.5478,step4,practice
0.0,1.5848,step5,practice
1.0,0.8246,step5,practice
1.0,0.8672,step5,practice
1.0,0.9841,step5,practice
1.0,0.951,step5,practice
0.0,1.1064,step5,practice
1.0,1.1748,step5,practice
1.0,0.8187,step5,practice
1.0,0.5422,step5,practice
1.0,0.7591,step5,practice
1.0,1.2079,step5,practice
1.0,1.3258,step5,practice
1.0,0.6847,step5,practice
1.0,1.2967,step5,practice
1.0,0.5547,step5,practice
1.0,0.6484,step5,practice
1.0,1.3631,step5,practice
1.0,1.1158,step5,practice
1.0,0.6268,step5,practice
1.0,2.8091,step5,practice
1.0,1.1659,step5,test
1.0,0.8666,step5,test
0.0,1.2679,step5,test
1.0,2.3654,step5,test
1.0,1.1609,step5,test
1.0,1.4235,step5,test
1.0,1.7078,step5,test
1.0,0.5335,step5,test
1.0,0.4908,step5,test
1.0,0.6294,step5,test
1.0,1.6568,step5,test
1.0,0.9294,step5,test
1.0,0.4476,step5,test
1.0,1.033,step5,test
1.0,1.2649,step5,test
1.0,0.7073,step5,test
1.0,1.4271,step5,test
1.0,0.9366,step5,test
1.0,0.8547,step5,test
1.0,0.6213,step5,test
1.0,1.0188,step5,test
1.0,1.418,step5,test
1.0,2.0696,step5,test
1.0,0.5593,step5,test
0.0,0.5927,step5,test
1.0,2.7579,step5,test
1.0,1.0491,step5,test
0.0,0.7529,step5,test
1.0,0.6364,step5,test
1.0,1.1697,step5,test
1.0,2.2116,step5,test
0.0,0.754,step5,test
1.0,1.3168,step5,test
1.0,1.0942,step5,test
1.0,0.8845,step5,test
1.0,0.5603,step5,test
1.0,2.2199,step5,test
1.0,0.8151,step5,test
1.0,0.8049,step5,test
1.0,0.6057,step5,test
