angle,corr,rt,trial_type
50.0,1.0,4.909558800049126,Practice
0.0,0.0,1.888845700013917,Practice
150.0,1.0,3.4751271000131965,Practice
0.0,1.0,2.9310813999618404,Practice
0.0,1.0,1.632106099976227,Practice
100.0,1.0,3.6147541999816895,Practice
150.0,0.0,3.3696790999965742,Practice
50.0,1.0,4.8917264000047,Practice
100.0,1.0,2.612514300039038,Practice
150.0,1.0,5.486063999996986,Practice
150.0,1.0,2.5468280999921262,Practice
100.0,1.0,2.508462099998724,Practice
50.0,1.0,1.892550999997184,Practice
50.0,1.0,2.466158099996392,Practice
50.0,1.0,1.2260300999623723,Practice
100.0,0.0,1.6879823000053875,Practice
100.0,1.0,2.5061409999616444,Practice
100.0,1.0,4.742639900010545,Practice
0.0,1.0,2.2824058999540284,Practice
50.0,1.0,4.493350500008091,Practice
0.0,1.0,1.2911938999895938,Practice
150.0,1.0,2.4926165000069886,Practice
150.0,1.0,2.287587700004224,Practice
0.0,1.0,1.719058899965603,Practice
50.0,1.0,1.804055200016592,Exp
0.0,1.0,1.922984100005124,Exp
150.0,1.0,6.678450200008228,Exp
0.0,1.0,1.7247998000239022,Exp
150.0,1.0,2.788598900020588,Exp
0.0,1.0,1.7370425999979489,Exp
100.0,1.0,5.594088700017892,Exp
100.0,0.0,,Exp
100.0,1.0,0.1355403999914415,Exp
100.0,1.0,3.662234899995383,Exp
0.0,1.0,2.03651569999056,Exp
150.0,1.0,1.1667819000431336,Exp
100.0,1.0,2.845683099993039,Exp
0.0,1.0,1.0995385000132956,Exp
150.0,1.0,2.5815862999879755,Exp
150.0,1.0,3.172789399977773,Exp
0.0,1.0,1.3952532000257634,Exp
150.0,1.0,2.869176400010474,Exp
150.0,1.0,3.794924500049092,Exp
150.0,1.0,1.9538306999602355,Exp
0.0,1.0,3.1528713000006974,Exp
150.0,1.0,2.71748240001034,Exp
100.0,1.0,4.004344300017692,Exp
50.0,1.0,3.825875399983488,Exp
150.0,1.0,2.035919699992519,Exp
50.0,1.0,4.428553399979137,Exp
50.0,1.0,1.3899328000261448,Exp
50.0,0.0,4.969340800016653,Exp
100.0,1.0,3.132666299992706,Exp
100.0,0.0,3.3638523999834438,Exp
100.0,1.0,5.339686699968297,Exp
50.0,1.0,4.26137550000567,Exp
100.0,1.0,6.693297099962365,Exp
100.0,1.0,4.089762199961115,Exp
150.0,1.0,4.095347299997229,Exp
100.0,1.0,4.806435300037265,Exp
50.0,1.0,2.781275700021069,Exp
50.0,1.0,3.633371500007343,Exp
50.0,1.0,1.455970200011507,Exp
100.0,1.0,2.3442407000111416,Exp
0.0,1.0,3.854271300020628,Exp
150.0,0.0,,Exp
50.0,1.0,2.965261300036218,Exp
50.0,1.0,2.550669099960942,Exp
100.0,1.0,4.415721600002144,Exp
100.0,1.0,3.1148090000497177,Exp
100.0,1.0,2.3383447999949567,Exp
50.0,1.0,2.378987399977632,Exp
50.0,1.0,1.4333922999794595,Exp
0.0,1.0,3.504176300019026,Exp
150.0,1.0,4.856173800013494,Exp
0.0,1.0,1.278960699972231,Exp
150.0,1.0,2.298517899995204,Exp
150.0,1.0,2.1845462000346743,Exp
100.0,1.0,2.842385900032241,Exp
100.0,1.0,4.141114099998958,Exp
150.0,1.0,2.105875800014473,Exp
150.0,1.0,2.8066633999696933,Exp
100.0,1.0,4.004227400000673,Exp
100.0,1.0,3.941075699985959,Exp
50.0,1.0,2.742324099992402,Exp
150.0,1.0,4.289000900054816,Exp
150.0,1.0,4.706177500018384,Exp
0.0,1.0,3.023451499990188,Exp
0.0,1.0,1.1448589999927208,Exp
50.0,1.0,3.5515677999937907,Exp
0.0,1.0,1.4083978999988176,Exp
0.0,1.0,1.383543899981305,Exp
150.0,1.0,5.45205950003583,Exp
0.0,1.0,1.3933101000147872,Exp
50.0,1.0,4.662100700021256,Exp
0.0,1.0,1.0484592000138946,Exp
50.0,1.0,1.733435700007249,Exp
50.0,1.0,1.179712000011932,Exp
50.0,1.0,1.817955600039568,Exp
100.0,1.0,1.413167400052771,Exp
100.0,1.0,1.9956826000125147,Exp
0.0,1.0,1.3723975999746472,Exp
0.0,1.0,1.325869699998293,Exp
100.0,1.0,2.18970749998698,Exp
100.0,1.0,4.288097699987702,Exp
0.0,1.0,2.844367399986368,Exp
0.0,1.0,1.147816300042905,Exp
0.0,1.0,1.728010400023777,Exp
50.0,1.0,1.6918382000294514,Exp
50.0,1.0,2.137692300020717,Exp
50.0,1.0,2.4104130000341684,Exp
0.0,1.0,1.0095727000152692,Exp
0.0,1.0,1.323036299960222,Exp
50.0,1.0,2.9194822999998,Exp
150.0,1.0,3.4154920000000857,Exp
50.0,1.0,1.479897000011988,Exp
150.0,1.0,2.811763799982145,Exp
0.0,1.0,1.0940340000088329,Exp
150.0,1.0,4.360614299948793,Exp
150.0,1.0,2.361610500025563,Exp
