angle,corr,rt,trial_type
50.0,0.0,,Practice
50.0,0.0,,Practice
0.0,1.0,3.757245999993757,Practice
0.0,1.0,1.9655190000048608,Practice
150.0,1.0,3.411117000010563,Practice
100.0,1.0,1.9093156000017188,Practice
0.0,1.0,1.2755654999928083,Practice
0.0,1.0,1.005064900004072,Practice
150.0,1.0,3.01978849999432,Practice
100.0,1.0,2.051414100002148,Practice
100.0,1.0,2.87871570000425,Practice
150.0,1.0,5.1200408000004245,Practice
0.0,1.0,1.8059740000026068,Practice
150.0,1.0,3.186178099989774,Practice
50.0,1.0,2.231540399996448,Practice
100.0,0.0,1.3862926000001607,Practice
100.0,1.0,5.818715000001248,Practice
0.0,1.0,1.0143963000009537,Practice
150.0,1.0,5.178362899998319,Practice
50.0,1.0,1.9695528000011109,Practice
150.0,1.0,2.381678899997496,Practice
50.0,0.0,3.936660799998208,Practice
100.0,1.0,4.681272700006957,Practice
50.0,1.0,1.7016081999900052,Practice
150.0,1.0,4.70618409999588,Exp
50.0,1.0,3.5605055000050925,Exp
150.0,0.0,,Exp
50.0,0.0,2.046247099991888,Exp
100.0,1.0,2.405466800002614,Exp
100.0,1.0,3.1185464000009238,Exp
50.0,1.0,4.940104599998449,Exp
0.0,1.0,4.307688500004588,Exp
100.0,0.0,5.119590399990557,Exp
50.0,1.0,6.076597900013439,Exp
0.0,1.0,3.358945200001472,Exp
150.0,1.0,3.668538400001125,Exp
50.0,1.0,3.027347600000212,Exp
150.0,0.0,5.483077999990201,Exp
100.0,1.0,5.629214800006594,Exp
150.0,1.0,3.647803300002124,Exp
0.0,1.0,5.541673900006572,Exp
0.0,1.0,1.259022800004459,Exp
50.0,1.0,1.2135262000083458,Exp
0.0,1.0,3.9590911000123015,Exp
150.0,1.0,6.072116499999538,Exp
0.0,1.0,6.234936100008781,Exp
150.0,0.0,6.4136664000106975,Exp
0.0,1.0,1.1634498999919742,Exp
50.0,1.0,2.4303410000138683,Exp
100.0,0.0,5.642311899995548,Exp
150.0,1.0,7.319419599996763,Exp
100.0,1.0,6.548345399991376,Exp
100.0,1.0,4.516938200002187,Exp
100.0,1.0,4.833882099992479,Exp
100.0,1.0,5.505234200012637,Exp
50.0,1.0,1.3858379000012064,Exp
150.0,0.0,,Exp
50.0,1.0,0.9993352000019512,Exp
150.0,0.0,5.450472099997569,Exp
150.0,1.0,5.083517799997935,Exp
100.0,1.0,5.796319000000949,Exp
0.0,1.0,1.843677700002445,Exp
0.0,1.0,4.3660138999985065,Exp
150.0,1.0,5.868541000003461,Exp
50.0,1.0,4.160011300002225,Exp
50.0,1.0,3.854627900000196,Exp
150.0,1.0,3.553486000004341,Exp
0.0,1.0,1.3236119999928633,Exp
0.0,1.0,1.0418986000004224,Exp
150.0,1.0,1.3358818999986397,Exp
50.0,1.0,2.6468516000022646,Exp
0.0,1.0,2.8473707999946782,Exp
150.0,0.0,5.646766499994556,Exp
50.0,1.0,6.813792300003115,Exp
100.0,1.0,4.139471700007562,Exp
0.0,1.0,4.576027899995097,Exp
0.0,1.0,1.4552519999997455,Exp
150.0,1.0,3.237721199999214,Exp
50.0,1.0,4.404186700005084,Exp
50.0,1.0,1.8553084000013769,Exp
100.0,1.0,3.113839900004677,Exp
100.0,1.0,4.7740788999944925,Exp
100.0,1.0,6.162860600001295,Exp
100.0,1.0,2.9932032999931835,Exp
100.0,0.0,,Exp
100.0,1.0,2.915639900005772,Exp
150.0,0.0,5.296821900003124,Exp
100.0,1.0,3.4175041999988025,Exp
150.0,0.0,6.510612600002787,Exp
150.0,1.0,3.614616899998509,Exp
50.0,1.0,6.401892900001258,Exp
100.0,0.0,,Exp
50.0,1.0,2.308564599996316,Exp
50.0,1.0,3.831978499991237,Exp
100.0,1.0,4.360665600004722,Exp
100.0,1.0,5.606443399999989,Exp
150.0,0.0,4.035599299997557,Exp
50.0,1.0,2.744768300006399,Exp
50.0,0.0,,Exp
0.0,1.0,1.1026769000018248,Exp
100.0,0.0,3.117179599998053,Exp
50.0,1.0,5.669432800001232,Exp
50.0,0.0,4.467674500003341,Exp
0.0,1.0,0.7813871999969706,Exp
0.0,1.0,5.08100689999992,Exp
0.0,0.0,1.2188159999932395,Exp
0.0,1.0,4.55865660001291,Exp
150.0,0.0,,Exp
150.0,1.0,5.505160900007468,Exp
0.0,1.0,1.114784300007159,Exp
100.0,1.0,3.932247200005804,Exp
0.0,1.0,3.274376400004257,Exp
0.0,1.0,3.4104294999997364,Exp
150.0,1.0,2.142390900000464,Exp
100.0,1.0,4.524627699996927,Exp
150.0,0.0,,Exp
0.0,1.0,2.80398409999907,Exp
50.0,1.0,4.864894700003788,Exp
50.0,0.0,5.687513299999409,Exp
0.0,1.0,1.2794235000037588,Exp
