rt,corr,trial_type
0.6818,1.0,congruent
1.4595,1.0,incongruent
0.5233,1.0,congruent
0.7278,1.0,incongruent
0.6888,1.0,congruent
0.8578,1.0,congruent
1.2138,1.0,incongruent
0.5225,1.0,congruent
1.0418,1.0,congruent
1.2871,1.0,incongruent
0.8027,1.0,incongruent
0.3756,1.0,incongruent
0.8936,1.0,incongruent
1.6245,1.0,incongruent
0.6285,1.0,congruent
0.7602,1.0,congruent
0.8919,1.0,congruent
0.6886,1.0,incongruent
2.6514,1.0,congruent
0.8296,1.0,incongruent
0.6403,1.0,congruent
1.8019,1.0,congruent
0.6527,1.0,incongruent
0.5644,1.0,incongruent
0.468,1.0,congruent
1.9359,1.0,incongruent
3.4114,1.0,congruent
0.6518,1.0,congruent
0.511,1.0,incongruent
0.5947,1.0,incongruent
0.4447,1.0,congruent
1.0214,1.0,incongruent
0.7012,1.0,incongruent
0.5781,1.0,incongruent
0.6883,1.0,incongruent
0.6935,0.0,congruent
0.9859,1.0,congruent
1.6262,1.0,incongruent
0.8541,1.0,incongruent
0.5015,1.0,congruent
0.7448,1.0,congruent
0.8889,1.0,incongruent
0.9551,1.0,incongruent
0.9285,1.0,congruent
0.4394,1.0,congruent
0.3921,1.0,incongruent
0.4204,1.0,congruent
0.3348,1.0,congruent
0.5776,0.0,congruent
1.1344,1.0,incongruent
0.7122,1.0,congruent
0.6854,1.0,incongruent
0.5197,1.0,congruent
0.7849,1.0,congruent
0.5254,1.0,incongruent
0.9445,1.0,incongruent
1.1768,0.0,incongruent
0.4035,0.0,incongruent
2.3907,1.0,congruent
0.7459,1.0,congruent
1.4921,1.0,incongruent
0.8512,1.0,congruent
0.7393,1.0,incongruent
1.8377,1.0,congruent
0.6189,1.0,incongruent
0.4181,1.0,congruent
0.8539,1.0,incongruent
0.5855,1.0,congruent
1.0478,1.0,incongruent
0.9264,1.0,congruent
0.8233,1.0,incongruent
0.6025,1.0,congruent
0.7596,1.0,incongruent
0.4641,1.0,congruent
0.8193,0.0,congruent
0.836,0.0,incongruent
1.6914,1.0,incongruent
0.8886,1.0,incongruent
0.7427,1.0,incongruent
0.7919,1.0,incongruent
0.8852,1.0,congruent
1.4399,1.0,congruent
0.3178,0.0,incongruent
1.5393,1.0,congruent
0.4682,1.0,congruent
0.328,1.0,congruent
1.4578,1.0,incongruent
0.758,1.0,congruent
0.9277,0.0,incongruent
0.5261,1.0,congruent
0.6187,1.0,congruent
0.4523,1.0,incongruent
0.6632,1.0,congruent
0.5687,1.0,congruent
1.585,1.0,incongruent
1.3858,0.0,incongruent
2.6801,1.0,congruent
1.0073,1.0,incongruent
0.8382,1.0,congruent
0.4627,1.0,incongruent
1.3955,1.0,congruent
0.4037,1.0,incongruent
1.0041,1.0,congruent
0.4939,1.0,congruent
0.3906,1.0,incongruent
0.3578,1.0,incongruent
0.8054,1.0,congruent
0.5178,1.0,incongruent
0.2744,1.0,incongruent
0.4015,1.0,incongruent
0.5215,1.0,congruent
0.3289,1.0,incongruent
0.4855,1.0,congruent
0.7485,1.0,incongruent
0.3632,1.0,incongruent
0.6281,1.0,congruent
0.8524,1.0,congruent
0.462,1.0,congruent
0.6017,1.0,congruent
0.9015,1.0,incongruent
