rt,corr,trial_type
0.7231,1.0,congruent
0.5728,0.0,incongruent
1.2759,1.0,congruent
0.6041,1.0,congruent
0.6108,1.0,congruent
0.8416,1.0,congruent
1.0631,1.0,congruent
0.8171,1.0,incongruent
1.1565,1.0,incongruent
1.2658,1.0,incongruent
0.787,1.0,incongruent
0.5819,1.0,incongruent
0.9742,1.0,incongruent
0.6719,1.0,congruent
0.8731,1.0,incongruent
0.6599,1.0,congruent
0.7756,1.0,incongruent
0.6848,1.0,congruent
1.4832,1.0,congruent
0.7157,1.0,incongruent
0.7007,1.0,congruent
0.6693,1.0,incongruent
0.7327,1.0,incongruent
0.532,1.0,congruent
0.8392,1.0,incongruent
0.4988,1.0,congruent
0.8864,1.0,congruent
0.5876,1.0,congruent
1.1277,1.0,congruent
0.5153,1.0,incongruent
0.3988,1.0,incongruent
0.6513,1.0,congruent
0.9549,1.0,incongruent
0.5842,0.0,congruent
1.2196,1.0,incongruent
0.972,1.0,incongruent
0.9872,1.0,incongruent
0.6076,1.0,congruent
0.4671,1.0,incongruent
0.3796,1.0,congruent
0.7719,1.0,incongruent
0.388,1.0,congruent
0.6082,1.0,congruent
0.5323,1.0,incongruent
0.4914,1.0,incongruent
1.2125,1.0,congruent
0.5841,1.0,incongruent
0.5114,1.0,congruent
1.3098,1.0,incongruent
0.5226,1.0,congruent
0.6344,1.0,congruent
0.6633,1.0,incongruent
0.5097,1.0,congruent
0.5418,1.0,congruent
0.5695,1.0,incongruent
0.9554,1.0,incongruent
0.8528,1.0,incongruent
0.6181,1.0,incongruent
0.6111,1.0,congruent
0.4776,1.0,congruent
0.5849,0.0,incongruent
0.8415,1.0,incongruent
1.4919,1.0,congruent
1.1981,1.0,incongruent
0.9062,1.0,incongruent
0.3683,1.0,congruent
0.6257,1.0,congruent
0.8206,1.0,incongruent
0.5359,1.0,congruent
0.5743,1.0,congruent
0.8675,1.0,congruent
0.5099,1.0,incongruent
0.8375,0.0,incongruent
0.7911,1.0,incongruent
0.8621,1.0,congruent
0.4743,1.0,congruent
0.7044,1.0,congruent
0.5916,1.0,congruent
1.0348,1.0,congruent
1.3359,1.0,congruent
0.5643,1.0,incongruent
1.3178,1.0,congruent
0.6205,1.0,congruent
0.5239,1.0,congruent
0.6096,1.0,incongruent
0.7718,1.0,incongruent
0.7349,1.0,incongruent
0.8064,1.0,incongruent
0.5849,1.0,congruent
0.6786,1.0,incongruent
1.0199,1.0,incongruent
0.7748,1.0,congruent
0.6298,1.0,incongruent
0.5957,1.0,congruent
0.4935,1.0,incongruent
0.5849,1.0,incongruent
0.5875,1.0,congruent
1.3184,1.0,congruent
1.07,1.0,incongruent
0.6543,1.0,incongruent
0.9863,1.0,incongruent
0.5446,1.0,incongruent
0.413,1.0,congruent
0.6253,1.0,congruent
0.6012,1.0,incongruent
0.4772,1.0,congruent
0.6371,1.0,incongruent
0.7023,1.0,congruent
0.8139,1.0,incongruent
0.7011,1.0,congruent
0.5775,1.0,congruent
0.6427,1.0,congruent
0.8351,1.0,incongruent
0.625,1.0,congruent
1.0424,1.0,incongruent
0.835,1.0,incongruent
0.5079,1.0,congruent
0.6386,1.0,congruent
0.8124,1.0,incongruent
0.9514,1.0,incongruent
