rt,corr,trial_type
0.6702,1.0,incongruent
0.5683,1.0,congruent
0.651,0.0,incongruent
0.9581,1.0,congruent
0.5512,1.0,incongruent
0.6857,1.0,incongruent
0.5855,1.0,congruent
0.5515,1.0,incongruent
0.5852,1.0,congruent
0.6182,1.0,congruent
0.4065,1.0,congruent
0.8515,1.0,incongruent
0.7361,1.0,congruent
0.522,1.0,incongruent
0.818,1.0,incongruent
1.067,1.0,congruent
0.7347,1.0,incongruent
0.7229,1.0,congruent
0.7827,1.0,congruent
0.4912,1.0,incongruent
0.6322,1.0,congruent
0.7154,1.0,incongruent
0.6524,1.0,incongruent
0.5658,1.0,congruent
0.6174,1.0,incongruent
0.685,1.0,incongruent
0.8345,1.0,incongruent
0.3887,1.0,incongruent
0.7428,0.0,incongruent
0.6161,1.0,incongruent
0.9179,1.0,incongruent
0.9149,1.0,congruent
0.7509,1.0,incongruent
0.5651,1.0,congruent
0.6166,1.0,incongruent
0.6994,1.0,congruent
0.652,1.0,congruent
0.6378,1.0,congruent
0.8511,0.0,incongruent
0.8851,1.0,congruent
0.6185,1.0,congruent
0.768,1.0,congruent
0.8345,1.0,incongruent
0.4853,1.0,congruent
0.6176,1.0,congruent
0.42,1.0,congruent
1.0682,1.0,incongruent
0.5684,1.0,congruent
0.7413,1.0,congruent
0.7853,1.0,incongruent
0.7008,1.0,incongruent
0.6399,0.0,congruent
0.6682,0.0,incongruent
0.9185,1.0,congruent
0.6023,1.0,incongruent
1.0879,1.0,incongruent
0.5682,0.0,incongruent
1.1007,1.0,incongruent
0.5849,1.0,congruent
0.8853,1.0,congruent
1.0688,1.0,incongruent
0.742,1.0,incongruent
0.7356,1.0,congruent
0.6675,1.0,congruent
0.5851,1.0,congruent
0.4222,1.0,congruent
0.5342,1.0,incongruent
0.7191,1.0,congruent
0.6514,1.0,incongruent
0.5689,1.0,congruent
0.5687,1.0,congruent
1.1355,1.0,incongruent
0.5846,1.0,congruent
1.2181,1.0,congruent
0.7351,1.0,incongruent
0.9184,1.0,incongruent
0.4842,1.0,congruent
0.7528,1.0,congruent
0.7181,1.0,incongruent
0.9011,1.0,incongruent
1.0363,0.0,incongruent
0.5225,1.0,congruent
0.4352,1.0,congruent
0.5851,1.0,congruent
0.919,1.0,congruent
0.5517,1.0,incongruent
0.6018,1.0,incongruent
0.6515,1.0,congruent
0.769,1.0,incongruent
0.5916,1.0,incongruent
0.6855,0.0,congruent
0.8344,1.0,incongruent
0.868,1.0,incongruent
0.6686,1.0,congruent
0.6186,1.0,congruent
0.6344,1.0,incongruent
0.5682,1.0,incongruent
0.8344,1.0,congruent
0.468,1.0,congruent
0.4361,1.0,incongruent
0.5182,1.0,incongruent
0.5355,1.0,incongruent
0.4686,1.0,congruent
0.418,1.0,incongruent
0.7017,1.0,congruent
0.4011,1.0,incongruent
0.6843,1.0,congruent
0.8407,1.0,incongruent
0.7518,1.0,incongruent
0.5685,1.0,congruent
0.454,1.0,incongruent
0.752,1.0,congruent
0.6177,1.0,congruent
0.5846,0.0,incongruent
0.8352,1.0,incongruent
0.6351,0.0,congruent
0.9686,1.0,congruent
0.6182,1.0,incongruent
0.8015,1.0,congruent
0.5853,1.0,congruent
