rt,corr,trial_type
1.0,1.0,congruent
0.3596,1.0,congruent
0.4406,1.0,congruent
0.5896,1.0,incongruent
0.4266,1.0,congruent
0.6887,1.0,congruent
0.5043,0.0,incongruent
0.7202,1.0,congruent
0.581,0.0,congruent
1.4368,1.0,incongruent
0.5278,1.0,congruent
1.225,1.0,incongruent
0.5334,1.0,incongruent
1.9254,1.0,congruent
0.3869,1.0,congruent
0.6769,1.0,incongruent
0.4004,1.0,incongruent
0.4782,1.0,incongruent
0.3343,1.0,incongruent
0.7818,1.0,congruent
0.6252,1.0,incongruent
0.8648,1.0,incongruent
0.7845,1.0,incongruent
0.5937,1.0,congruent
1.0522,1.0,incongruent
0.5432,1.0,congruent
0.7168,1.0,incongruent
1.2561,1.0,incongruent
0.7424,1.0,congruent
0.8688,1.0,incongruent
1.0295,1.0,incongruent
0.7163,1.0,congruent
0.6394,1.0,incongruent
0.7183,1.0,congruent
0.6335,1.0,incongruent
0.4226,1.0,incongruent
0.5397,1.0,congruent
0.7029,1.0,incongruent
0.8716,1.0,congruent
0.7379,1.0,incongruent
0.6358,1.0,congruent
0.4186,1.0,congruent
0.7855,1.0,congruent
0.5107,1.0,incongruent
0.6137,1.0,congruent
0.8815,1.0,congruent
0.8713,1.0,congruent
1.4475,1.0,incongruent
0.9339,1.0,incongruent
0.997,1.0,congruent
0.679,1.0,incongruent
1.0619,1.0,congruent
0.7243,1.0,incongruent
0.551,1.0,congruent
0.4814,1.0,incongruent
0.6656,1.0,incongruent
0.4626,1.0,congruent
0.5663,1.0,congruent
0.6168,1.0,congruent
0.7644,1.0,incongruent
0.7237,1.0,congruent
0.632,1.0,incongruent
0.8547,1.0,incongruent
0.5752,1.0,congruent
1.0488,1.0,congruent
0.6828,1.0,congruent
0.6123,1.0,incongruent
0.6341,1.0,incongruent
0.87,1.0,incongruent
0.4315,1.0,incongruent
0.5676,1.0,congruent
0.499,1.0,congruent
0.7116,1.0,congruent
0.4287,1.0,incongruent
0.5743,1.0,congruent
0.6011,1.0,incongruent
0.5777,1.0,congruent
0.6898,1.0,incongruent
1.1115,1.0,incongruent
0.5582,1.0,congruent
0.4182,1.0,incongruent
0.6103,1.0,incongruent
0.5044,1.0,incongruent
0.821,1.0,incongruent
0.6615,1.0,congruent
1.6008,1.0,incongruent
0.5873,1.0,congruent
1.6204,1.0,incongruent
0.6524,1.0,congruent
0.9016,1.0,congruent
0.5443,1.0,incongruent
0.4744,1.0,congruent
1.0665,1.0,congruent
0.7676,1.0,congruent
0.8017,1.0,incongruent
0.9082,1.0,congruent
0.5395,1.0,congruent
0.9975,1.0,congruent
0.5214,1.0,congruent
0.6828,1.0,incongruent
0.4373,1.0,congruent
0.3582,1.0,incongruent
1.1158,1.0,incongruent
1.0673,1.0,incongruent
0.516,1.0,congruent
1.0049,0.0,incongruent
2.0491,1.0,congruent
0.5454,1.0,incongruent
0.5851,1.0,incongruent
0.9334,1.0,incongruent
0.8197,1.0,congruent
0.676,1.0,congruent
0.6806,0.0,incongruent
0.7728,1.0,congruent
1.2646,1.0,congruent
0.4002,1.0,incongruent
0.6847,1.0,congruent
1.0663,1.0,incongruent
0.7399,1.0,congruent
1.2368,0.0,incongruent
