rt,corr,trial_type
1.878,1.0,congruent
0.847,1.0,incongruent
0.858,1.0,incongruent
0.812,1.0,congruent
0.73,1.0,incongruent
0.623,1.0,congruent
0.53,1.0,congruent
0.579,1.0,incongruent
0.713,1.0,congruent
0.642,1.0,incongruent
0.797,1.0,incongruent
0.764,1.0,incongruent
0.827,1.0,incongruent
0.501,1.0,congruent
0.865,1.0,congruent
1.378,0.0,incongruent
0.847,1.0,congruent
1.465,1.0,incongruent
0.881,1.0,incongruent
0.887,1.0,congruent
1.296,1.0,incongruent
0.817,1.0,congruent
1.779,1.0,congruent
0.615,1.0,congruent
0.673,1.0,congruent
1.248,1.0,incongruent
0.59,1.0,congruent
0.68,1.0,incongruent
1.113,1.0,congruent
1.444,1.0,incongruent
0.608,1.0,incongruent
0.714,1.0,incongruent
0.878,1.0,incongruent
0.564,1.0,congruent
0.548,1.0,congruent
0.919,1.0,congruent
0.695,1.0,incongruent
1.113,0.0,incongruent
0.665,1.0,congruent
0.897,1.0,incongruent
0.628,1.0,congruent
0.881,1.0,congruent
0.765,1.0,incongruent
0.736,1.0,congruent
0.964,1.0,congruent
0.565,1.0,congruent
1.114,1.0,incongruent
0.982,1.0,incongruent
0.548,1.0,congruent
0.633,1.0,congruent
1.026,1.0,congruent
0.613,1.0,congruent
0.683,1.0,incongruent
0.896,1.0,incongruent
0.599,1.0,congruent
0.51,1.0,congruent
0.666,1.0,congruent
0.563,1.0,incongruent
0.663,1.0,congruent
1.128,1.0,incongruent
0.964,1.0,incongruent
0.667,1.0,congruent
1.596,1.0,congruent
0.596,1.0,incongruent
0.598,1.0,congruent
0.631,1.0,incongruent
0.598,1.0,incongruent
0.713,0.0,incongruent
0.896,1.0,incongruent
0.596,1.0,congruent
0.962,1.0,incongruent
0.781,1.0,incongruent
1.081,1.0,incongruent
0.729,1.0,incongruent
1.713,1.0,incongruent
0.681,1.0,incongruent
0.783,1.0,congruent
0.538,1.0,congruent
1.264,1.0,congruent
0.648,1.0,incongruent
2.351,1.0,incongruent
2.963,1.0,congruent
1.168,1.0,incongruent
0.828,1.0,incongruent
1.298,1.0,incongruent
0.517,1.0,incongruent
0.798,1.0,incongruent
0.833,1.0,congruent
0.931,1.0,incongruent
0.484,1.0,congruent
0.513,1.0,congruent
0.582,1.0,congruent
0.483,1.0,congruent
0.649,1.0,congruent
0.531,1.0,congruent
1.45,0.0,congruent
0.83,1.0,congruent
0.83,1.0,incongruent
1.263,1.0,congruent
0.598,1.0,congruent
0.844,1.0,congruent
0.531,1.0,incongruent
1.896,1.0,incongruent
1.193,0.0,incongruent
1.149,1.0,incongruent
0.583,1.0,congruent
1.828,1.0,congruent
0.461,1.0,congruent
0.63,1.0,incongruent
0.795,1.0,incongruent
1.333,1.0,congruent
1.048,0.0,incongruent
0.899,1.0,congruent
0.748,1.0,incongruent
0.819,1.0,incongruent
0.448,1.0,congruent
0.451,1.0,congruent
0.586,1.0,congruent
0.931,1.0,incongruent
0.783,1.0,incongruent
