rt,corr,trial_type
1.0671,1.0,congruent
0.6126,1.0,incongruent
0.497,1.0,congruent
0.5985,1.0,incongruent
0.5127,1.0,congruent
0.7162,1.0,congruent
0.7811,1.0,incongruent
1.5459,1.0,incongruent
0.7859,1.0,incongruent
0.8723,1.0,congruent
0.7616,1.0,congruent
0.5174,1.0,congruent
0.6691,1.0,incongruent
0.5834,1.0,congruent
0.7481,1.0,incongruent
0.4636,1.0,congruent
0.6838,1.0,incongruent
0.5963,1.0,congruent
1.0151,1.0,congruent
0.7511,1.0,incongruent
0.7885,1.0,incongruent
0.5008,1.0,congruent
0.6873,1.0,incongruent
0.6842,1.0,incongruent
0.547,1.0,incongruent
0.6824,1.0,congruent
0.5711,0.0,incongruent
0.6052,1.0,congruent
0.997,1.0,incongruent
0.814,1.0,congruent
0.4864,1.0,congruent
0.3717,1.0,congruent
0.8462,1.0,congruent
0.7029,1.0,incongruent
0.719,1.0,incongruent
0.6518,0.0,congruent
0.6849,1.0,incongruent
0.7783,1.0,congruent
0.7506,1.0,congruent
0.7052,1.0,incongruent
0.6723,1.0,congruent
1.0849,1.0,incongruent
0.5349,1.0,incongruent
0.6999,1.0,incongruent
0.4917,1.0,congruent
1.3745,1.0,incongruent
0.6096,1.0,congruent
1.1855,1.0,incongruent
1.0716,1.0,congruent
0.625,1.0,congruent
0.938,1.0,congruent
0.4679,1.0,congruent
0.6509,1.0,incongruent
0.9533,1.0,incongruent
1.0887,0.0,congruent
0.9521,1.0,congruent
1.5171,0.0,incongruent
0.822,1.0,incongruent
0.7924,1.0,congruent
0.9177,1.0,incongruent
0.488,1.0,congruent
1.2673,1.0,incongruent
0.8523,1.0,incongruent
3.7171,1.0,congruent
3.0169,1.0,incongruent
0.7033,1.0,congruent
1.5717,0.0,congruent
0.9746,1.0,incongruent
0.636,1.0,congruent
0.6718,1.0,incongruent
1.557,1.0,incongruent
0.6241,1.0,incongruent
1.1389,1.0,congruent
1.0787,1.0,incongruent
2.8348,1.0,congruent
0.4683,1.0,congruent
1.378,1.0,incongruent
0.6931,1.0,incongruent
0.4857,1.0,congruent
0.5388,1.0,congruent
0.835,1.0,incongruent
0.5702,0.0,congruent
0.6795,1.0,congruent
0.7687,1.0,incongruent
1.1027,1.0,congruent
0.7529,1.0,incongruent
0.5519,1.0,congruent
0.8861,1.0,incongruent
0.701,1.0,incongruent
0.7071,1.0,congruent
0.6261,1.0,incongruent
0.5599,1.0,congruent
0.6671,0.0,incongruent
1.108,1.0,incongruent
0.828,1.0,incongruent
0.6553,1.0,congruent
1.085,1.0,incongruent
0.7527,1.0,incongruent
1.7691,1.0,congruent
0.4955,1.0,congruent
0.936,1.0,incongruent
0.5441,1.0,congruent
1.0421,0.0,incongruent
0.9451,1.0,congruent
0.4766,1.0,congruent
0.8849,1.0,incongruent
1.0189,1.0,congruent
0.6674,1.0,congruent
0.7251,1.0,incongruent
0.9181,0.0,incongruent
1.2121,1.0,congruent
1.5171,1.0,congruent
2.0383,1.0,incongruent
0.4673,1.0,incongruent
2.3194,1.0,incongruent
3.2958,0.0,incongruent
0.6507,1.0,incongruent
0.9518,1.0,congruent
0.8025,1.0,congruent
0.8183,1.0,congruent
