rt,corr,trial_type
0.6486,1.0,congruent
0.6085,1.0,incongruent
0.4966,1.0,congruent
0.6052,1.0,incongruent
0.8551,1.0,incongruent
0.6316,1.0,incongruent
0.4936,1.0,congruent
0.5959,1.0,congruent
0.8857,1.0,incongruent
0.7092,1.0,congruent
0.4181,1.0,congruent
0.6254,1.0,congruent
0.6379,1.0,congruent
0.3723,1.0,incongruent
0.5678,1.0,congruent
0.7749,0.0,incongruent
0.8308,1.0,congruent
0.5132,1.0,incongruent
0.7026,1.0,incongruent
0.6037,1.0,congruent
0.6041,1.0,incongruent
1.0257,1.0,incongruent
0.6107,1.0,congruent
0.713,1.0,incongruent
0.3906,1.0,incongruent
1.2775,1.0,incongruent
0.5756,1.0,incongruent
0.4376,1.0,congruent
0.6224,1.0,congruent
0.7026,1.0,congruent
0.6181,1.0,congruent
0.6275,1.0,congruent
0.436,1.0,incongruent
0.8597,1.0,incongruent
0.7002,1.0,incongruent
0.5706,1.0,incongruent
0.7063,1.0,incongruent
0.4871,1.0,incongruent
0.5855,0.0,congruent
0.6333,1.0,incongruent
0.3363,1.0,congruent
0.398,1.0,congruent
0.5065,1.0,congruent
0.8491,1.0,incongruent
0.4187,1.0,congruent
0.7333,1.0,incongruent
0.5819,1.0,congruent
0.5991,1.0,congruent
0.5776,1.0,congruent
1.134,1.0,congruent
0.9577,1.0,incongruent
0.4381,1.0,congruent
0.6836,1.0,incongruent
0.7221,1.0,congruent
0.7423,0.0,incongruent
0.7739,1.0,incongruent
0.7225,1.0,incongruent
0.49,1.0,incongruent
0.4352,1.0,congruent
0.7007,1.0,incongruent
0.6437,1.0,incongruent
0.6013,1.0,congruent
0.666,1.0,congruent
0.4829,0.0,incongruent
0.833,1.0,incongruent
0.5029,1.0,congruent
0.5339,1.0,congruent
0.4837,0.0,incongruent
0.7333,1.0,congruent
0.6244,1.0,congruent
0.9393,1.0,congruent
0.6777,1.0,incongruent
0.4071,1.0,congruent
0.5861,1.0,congruent
0.4332,1.0,incongruent
0.5911,1.0,congruent
1.2658,0.0,incongruent
0.7878,1.0,congruent
1.3502,1.0,congruent
0.6759,1.0,incongruent
0.8815,1.0,congruent
0.5531,1.0,congruent
0.5659,1.0,incongruent
0.3992,0.0,congruent
0.6895,1.0,incongruent
1.1428,1.0,congruent
0.4237,1.0,incongruent
0.6044,1.0,incongruent
0.6914,1.0,congruent
0.4314,1.0,incongruent
0.7964,1.0,incongruent
0.7583,1.0,incongruent
0.5493,1.0,congruent
1.002,1.0,incongruent
0.4926,1.0,congruent
0.5918,1.0,incongruent
0.4511,1.0,incongruent
0.7003,1.0,congruent
1.0163,1.0,congruent
0.518,1.0,congruent
1.2824,0.0,incongruent
1.1856,1.0,congruent
0.4012,1.0,congruent
0.7348,1.0,congruent
0.5332,1.0,congruent
0.5415,1.0,congruent
1.252,1.0,incongruent
0.5413,1.0,congruent
0.6166,1.0,incongruent
0.9826,1.0,incongruent
0.5691,1.0,incongruent
0.6502,1.0,incongruent
0.724,0.0,incongruent
0.8179,1.0,incongruent
0.9158,1.0,incongruent
0.5823,1.0,congruent
0.559,1.0,congruent
0.8181,1.0,incongruent
0.8319,1.0,congruent
0.8578,1.0,incongruent
