angle,corr,rt,trial_type
150.0,0.0,1.279,Practice
50.0,1.0,1.244,Practice
50.0,1.0,1.928,Practice
50.0,0.0,4.036,Practice
0.0,1.0,0.846,Practice
100.0,0.0,3.527,Practice
50.0,1.0,4.932,Practice
100.0,1.0,1.98,Practice
100.0,1.0,3.918,Practice
0.0,1.0,1.688,Practice
150.0,1.0,3.606,Practice
0.0,1.0,1.513,Practice
0.0,1.0,1.096,Practice
100.0,0.0,1.003,Practice
100.0,1.0,3.31,Practice
0.0,1.0,1.221,Practice
100.0,1.0,1.296,Practice
50.0,1.0,3.581,Practice
150.0,1.0,1.421,Practice
150.0,0.0,0.989,Practice
0.0,1.0,1.587,Practice
50.0,1.0,2.447,Practice
150.0,0.0,1.824,Practice
150.0,1.0,1.581,Practice
0.0,1.0,1.378,Exp
100.0,1.0,2.055,Exp
0.0,0.0,0.957,Exp
0.0,1.0,2.738,Exp
0.0,1.0,0.873,Exp
100.0,1.0,2.986,Exp
100.0,0.0,2.923,Exp
50.0,1.0,2.104,Exp
100.0,1.0,3.03,Exp
0.0,1.0,1.32,Exp
100.0,1.0,3.877,Exp
50.0,0.0,4.29,Exp
150.0,1.0,4.438,Exp
100.0,1.0,2.922,Exp
50.0,1.0,2.297,Exp
50.0,1.0,2.856,Exp
150.0,1.0,2.121,Exp
0.0,1.0,1.012,Exp
0.0,1.0,0.954,Exp
100.0,1.0,6.256,Exp
0.0,1.0,0.861,Exp
0.0,1.0,0.629,Exp
150.0,1.0,2.971,Exp
50.0,1.0,2.673,Exp
150.0,1.0,2.878,Exp
100.0,1.0,1.863,Exp
100.0,1.0,2.611,Exp
0.0,1.0,0.601,Exp
100.0,1.0,1.932,Exp
100.0,0.0,0.755,Exp
100.0,0.0,4.136,Exp
150.0,1.0,1.778,Exp
150.0,1.0,3.955,Exp
150.0,1.0,2.456,Exp
150.0,1.0,6.099,Exp
150.0,1.0,2.527,Exp
150.0,1.0,3.013,Exp
50.0,1.0,2.209,Exp
0.0,1.0,0.679,Exp
50.0,1.0,1.68,Exp
100.0,1.0,3.16,Exp
50.0,1.0,2.796,Exp
50.0,1.0,1.539,Exp
150.0,1.0,2.43,Exp
150.0,1.0,2.523,Exp
50.0,1.0,1.34,Exp
0.0,1.0,1.163,Exp
100.0,1.0,3.056,Exp
100.0,1.0,1.666,Exp
150.0,1.0,4.022,Exp
0.0,1.0,2.063,Exp
50.0,1.0,1.56,Exp
100.0,1.0,1.271,Exp
150.0,0.0,2.671,Exp
0.0,1.0,1.098,Exp
100.0,1.0,1.226,Exp
100.0,1.0,1.755,Exp
50.0,1.0,1.748,Exp
100.0,1.0,3.204,Exp
0.0,1.0,0.669,Exp
100.0,1.0,2.704,Exp
100.0,0.0,4.62,Exp
100.0,1.0,3.114,Exp
150.0,1.0,2.973,Exp
50.0,1.0,2.291,Exp
0.0,1.0,0.994,Exp
50.0,1.0,2.722,Exp
50.0,1.0,0.835,Exp
0.0,1.0,1.506,Exp
0.0,1.0,0.654,Exp
150.0,1.0,3.806,Exp
150.0,1.0,2.908,Exp
150.0,1.0,3.457,Exp
150.0,1.0,2.472,Exp
100.0,1.0,1.886,Exp
0.0,1.0,0.858,Exp
0.0,1.0,0.706,Exp
0.0,1.0,2.011,Exp
150.0,1.0,1.861,Exp
50.0,1.0,1.938,Exp
50.0,1.0,2.211,Exp
50.0,1.0,1.237,Exp
0.0,1.0,1.106,Exp
150.0,0.0,5.364,Exp
50.0,1.0,1.404,Exp
50.0,1.0,1.022,Exp
100.0,1.0,6.039,Exp
50.0,1.0,1.571,Exp
0.0,0.0,0.655,Exp
50.0,1.0,1.638,Exp
150.0,1.0,1.835,Exp
150.0,1.0,4.129,Exp
50.0,0.0,4.843,Exp
150.0,0.0,5.6,Exp
0.0,1.0,0.971,Exp
50.0,1.0,1.708,Exp
