corr,rt,block_type,trial_type
1.0,0.6981363999948371,step1,practice
1.0,0.7687839999998687,step1,practice
1.0,1.2381523999938508,step1,practice
1.0,0.7817316000000574,step1,practice
1.0,0.6302186999964761,step1,practice
1.0,0.5737701000034576,step1,practice
1.0,0.6575485000066692,step1,practice
1.0,1.058926599987899,step1,practice
1.0,0.5397862999961944,step1,practice
1.0,0.5539853000082076,step1,practice
1.0,0.548072499994305,step1,practice
1.0,0.7089858999970602,step1,practice
1.0,0.4840973999962443,step1,practice
0.0,0.3400643999921158,step1,practice
1.0,0.6860301999986405,step1,practice
1.0,0.401759000000311,step1,practice
1.0,0.6098477999912575,step1,practice
1.0,1.0152986999892164,step1,practice
1.0,0.5465835000068182,step1,practice
1.0,0.5037268000014592,step1,practice
1.0,1.3238089999940712,step4,practice
1.0,0.5324785999982851,step4,practice
1.0,0.8679827000014484,step4,practice
1.0,0.7345304999907967,step4,practice
1.0,0.5889919999899575,step4,practice
1.0,2.4856457999994745,step4,practice
1.0,0.5686800999974366,step4,practice
1.0,0.9029085999936796,step4,practice
1.0,0.6528837000078056,step4,practice
1.0,0.4930465000070398,step4,practice
1.0,0.3703421999962302,step4,practice
1.0,0.5719668999954592,step4,practice
1.0,0.6626278000039747,step4,practice
1.0,0.72246420000738,step4,practice
0.0,0.3363198000006377,step4,practice
1.0,0.7397787000081735,step4,practice
1.0,0.5982958999957191,step4,practice
1.0,0.4011757999978727,step4,practice
1.0,0.8341731999971671,step4,practice
1.0,0.7862134000024525,step4,practice
1.0,1.5824425000027986,step5,practice
1.0,0.6263554000033764,step5,practice
0.0,0.909268899995368,step5,practice
1.0,1.216230899997754,step5,practice
1.0,1.021547800002736,step5,practice
1.0,0.6641606000048341,step5,practice
0.0,0.9670763000031002,step5,practice
1.0,1.265496100008022,step5,practice
1.0,0.703916800004663,step5,practice
1.0,1.0468841999972938,step5,practice
1.0,1.494249099996523,step5,practice
1.0,0.5990920000040205,step5,practice
1.0,0.8018028999940725,step5,practice
1.0,0.7062641000084113,step5,practice
1.0,1.153780900000129,step5,practice
1.0,0.7336052000027848,step5,practice
1.0,0.8432054000004428,step5,practice
1.0,2.245469700006652,step5,practice
1.0,0.6638077999959933,step5,practice
1.0,0.5838148000038927,step5,practice
1.0,1.118111100004171,step5,test
1.0,0.7472400999977253,step5,test
1.0,2.6979815999948187,step5,test
1.0,1.5580206000013277,step5,test
1.0,0.5856212999933632,step5,test
1.0,1.3755016999930376,step5,test
1.0,0.7046841999981552,step5,test
1.0,0.5960110000014538,step5,test
1.0,0.6344028000021353,step5,test
1.0,1.0502632999996422,step5,test
0.0,1.2576507999910973,step5,test
1.0,0.9237741000106324,step5,test
1.0,0.6020435999962501,step5,test
1.0,1.7769199999893317,step5,test
1.0,1.0719630000094185,step5,test
1.0,0.5217350000020815,step5,test
1.0,0.8660882000112906,step5,test
1.0,0.5709649999917019,step5,test
